test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	regulation
ENSMUSG00000039395	ENSMUSG00000039395	Mreg	1:72159441-72212307	XH_16_17_18	XH_19_20_21	OK	57.8612	92.8088	0.681665362111599	2.30751	0.0001	0.00844243	yes	-
ENSMUSG00000033186	ENSMUSG00000033186	Mzt1	14:99034543-99046134	XH_16_17_18	XH_19_20_21	OK	14.7406	20.9137	0.504653073589426	1.03982	0.0645	0.557995	no	-
ENSMUSG00000026577	ENSMUSG00000026577	Blzf1	1:164289799-164458355	XH_16_17_18	XH_19_20_21	OK	12.2654	17.5112	0.51368366762126	0.6666	0.2334	0.868442	no	-
ENSMUSG00000034639	ENSMUSG00000034639	Setmar	6:108065044-108077122	XH_16_17_18	XH_19_20_21	OK	2.96263	2.34341	-0.33826907240518	-0.647734	0.25855	0.889853	no	-
ENSMUSG00000030888	ENSMUSG00000030888	Rrp8	7:105731729-105744361	XH_16_17_18	XH_19_20_21	OK	19.1929	18.0725	-0.0867766251842285	-0.0917113	0.8357	0.998171	no	-
ENSMUSG00000074219	ENSMUSG00000074219	Gm10644	8:83900104-83955205	XH_16_17_18	XH_19_20_21	OK	3.94035	2.85685	-0.463898493169703	-0.357226	0.54745	0.998171	no	-
ENSMUSG00000000544	ENSMUSG00000000544	Gpa33	1:166130237-166166510	XH_16_17_18	XH_19_20_21	OK	16.3714	27.1022	0.727232266850114	1.88087	0.00045	0.0272117	yes	-
ENSMUSG00000062184	ENSMUSG00000062184	Hs6st2	X:51387211-51681856	XH_16_17_18	XH_19_20_21	OK	1.69821	1.6263	-0.0624214602827745	-0.0641113	0.86995	0.998171	no	-
ENSMUSG00000015247	ENSMUSG00000015247	Nipsnap3b	4:53011879-53022060	XH_16_17_18	XH_19_20_21	OK	23.6814	21.9215	-0.111407853425807	-0.258895	0.64055	0.998171	no	-
ENSMUSG00000048603	ENSMUSG00000048603	Gm9828	13:98309895-98324415	XH_16_17_18	XH_19_20_21	OK	11.5575	7.34995	-0.653023021797575	-0.237179	0.72055	0.998171	no	-
ENSMUSG00000110744	ENSMUSG00000110744	Gm5171	10:30608140-30803326	XH_16_17_18	XH_19_20_21	OK	17.3555	14.2665	-0.282761486922837	-0.542943	0.3463	0.947282	no	-
ENSMUSG00000048960	ENSMUSG00000048960	Prex2	1:10993464-11303681	XH_16_17_18	XH_19_20_21	OK	1.07729	1.28971	0.259640035388212	0.168466	0.74765	0.998171	no	-
ENSMUSG00000104642	ENSMUSG00000104642	Gm9207	3:96454834-96455949	XH_16_17_18	XH_19_20_21	OK	0.9654	0.593595	-0.701647886955849	-0.859434	0.16405	0.788403	no	-
ENSMUSG00000032059	ENSMUSG00000032059	Alg9	9:50762827-50843542	XH_16_17_18	XH_19_20_21	OK	11.1513	10.5486	-0.0801603683917763	-0.145225	0.7752	0.998171	no	-
ENSMUSG00000030623	ENSMUSG00000030623	Prss23os	7:89507782-89527187	XH_16_17_18	XH_19_20_21	OK	6.09615	5.38432	-0.179134247275255	-0.300432	0.5899	0.998171	no	-
ENSMUSG00000009739	ENSMUSG00000009739	Pou6f1	15:100575317-100599984	XH_16_17_18	XH_19_20_21	OK	1.338	2.2708	0.763122530746054	0.883247	0.11725	0.708033	no	-
ENSMUSG00000031629	ENSMUSG00000031629	Cenpu	8:46552027-46617212	XH_16_17_18	XH_19_20_21	OK	26.9296	25.1931	-0.0961641448718319	-0.166892	0.76035	0.998171	no	-
ENSMUSG00000037266	ENSMUSG00000037266	Rsrp1	4:134923591-134927671	XH_16_17_18	XH_19_20_21	OK	85.9054	83.918	-0.0337685269204721	-0.072484	0.8998	0.998171	no	-
ENSMUSG00000006782	ENSMUSG00000006782	Cnp	11:100574903-100704271	XH_16_17_18	XH_19_20_21	OK	13.729	14.8687	0.115051969664112	0.102052	0.85985	0.998171	no	-
ENSMUSG00000048706	ENSMUSG00000048706	Lurap1l	4:80910645-80955628	XH_16_17_18	XH_19_20_21	OK	0.869069	0.866914	-0.00358184315182176	-0.00620658	0.98885	0.99892	no	-
ENSMUSG00000066720	ENSMUSG00000066720	Cldn9	17:23682583-23684026	XH_16_17_18	XH_19_20_21	OK	1.21617	0.630671	-0.947385406515945	-1.27797	0.0268	0.373633	no	-
ENSMUSG00000020705	ENSMUSG00000020705	Ddx42	11:106216925-106249139	XH_16_17_18	XH_19_20_21	OK	44.3308	55.7405	0.330416545853425	0.969244	0.04945	0.497019	no	-
ENSMUSG00000022551	ENSMUSG00000022551	Cyc1	15:76343522-76346260	XH_16_17_18	XH_19_20_21	OK	364.439	275.151	-0.405453783709471	-1.05745	0.0656	0.561334	no	-
ENSMUSG00000039218	ENSMUSG00000039218	Srrm2	17:23790531-23829136	XH_16_17_18	XH_19_20_21	OK	177.581	164.056	-0.114288872726342	-0.157391	0.71645	0.998171	no	-
ENSMUSG00000027940	ENSMUSG00000027940	Tpm3	3:90072648-90100902	XH_16_17_18	XH_19_20_21	OK	234.362	207.088	-0.178494709766613	-0.436257	0.40015	0.970333	no	-
ENSMUSG00000028034	ENSMUSG00000028034	Fubp1	3:152210421-152236826	XH_16_17_18	XH_19_20_21	OK	167.848	159.244	-0.0759163310431479	-0.176763	0.72155	0.998171	no	-
ENSMUSG00000002477	ENSMUSG00000002477	Snrpd1	18:10617774-10642079	XH_16_17_18	XH_19_20_21	OK	178.838	177.161	-0.013592271212928	-0.0439528	0.93775	0.998171	no	-
ENSMUSG00000041845	ENSMUSG00000041845	Rhod	19:4425458-4477447	XH_16_17_18	XH_19_20_21	OK	5.73623	4.37051	-0.392301232184568	-0.716258	0.1835	0.813627	no	-
ENSMUSG00000026102	ENSMUSG00000026102	Inpp1	1:52785426-52817688	XH_16_17_18	XH_19_20_21	OK	3.09939	4.23316	0.44975071656423	0.456598	0.4235	0.980331	no	-
ENSMUSG00000027523	ENSMUSG00000027523	Gnas	2:174281236-174346744	XH_16_17_18	XH_19_20_21	OK	101.88	76.7639	-0.408370949906208	-0.611676	0.30765	0.924821	no	-
ENSMUSG00000025877	ENSMUSG00000025877	Hk3	13:54949410-55021385	XH_16_17_18	XH_19_20_21	OK	0.872075	0.982207	0.17157488970385	0.206059	0.66115	0.998171	no	-
ENSMUSG00000037784	ENSMUSG00000037784	Dzip1l	9:99629495-99669256	XH_16_17_18	XH_19_20_21	OK	5.50422	5.7114	0.0533062930601121	0.0747677	0.8938	0.998171	no	-
ENSMUSG00000021687	ENSMUSG00000021687	Scamp1	13:94201309-94285857	XH_16_17_18	XH_19_20_21	OK	7.92602	10.1313	0.354150792924776	0.519341	0.3526	0.951104	no	-
ENSMUSG00000036867	ENSMUSG00000036867	Smad6	9:63953075-64022059	XH_16_17_18	XH_19_20_21	OK	1.59784	3.2735	1.03471102795924	1.34149	0.00345	0.11449	no	-
ENSMUSG00000024381	ENSMUSG00000024381	Bin1	18:32359052-32435737	XH_16_17_18	XH_19_20_21	OK	5.83512	6.64959	0.18850306430797	0.404329	0.4796	0.993531	no	-
ENSMUSG00000031262	ENSMUSG00000031262	Cenpi	X:134308083-134362639	XH_16_17_18	XH_19_20_21	OK	7.38338	8.7538	0.245628011249649	0.579683	0.27495	0.902566	no	-
ENSMUSG00000024900	ENSMUSG00000024900	Cpt1a	19:3322333-3385733	XH_16_17_18	XH_19_20_21	OK	14.0234	14.1622	0.0142092196300045	0.0438945	0.93965	0.998171	no	-
ENSMUSG00000023991	ENSMUSG00000023991	Foxp4	17:47867132-47924645	XH_16_17_18	XH_19_20_21	OK	17.8773	13.7562	-0.378046867109922	-0.751654	0.08595	0.629054	no	-
ENSMUSG00000030314	ENSMUSG00000030314	Atg7	6:114643096-114860614	XH_16_17_18	XH_19_20_21	OK	8.43514	6.50655	-0.374519234620041	-0.65938	0.19075	0.821615	no	-
ENSMUSG00000042225	ENSMUSG00000042225	Ammecr1	X:142851145-142966728	XH_16_17_18	XH_19_20_21	OK	3.03145	3.20937	0.0822820966294746	0.209998	0.7179	0.998171	no	-
ENSMUSG00000070890	ENSMUSG00000070890	Gm12794	4:101940406-101943183	XH_16_17_18	XH_19_20_21	OK	0.249069	0.576622	1.21108041150404	1.247	0.05045	0.500772	no	-
ENSMUSG00000048696	ENSMUSG00000048696	Mex3d	10:80380354-80387659	XH_16_17_18	XH_19_20_21	OK	15.8113	10.6388	-0.571620558799086	-1.47319	0.0096	0.215418	no	-
ENSMUSG00000037822	ENSMUSG00000037822	Smim14	5:65413220-65537184	XH_16_17_18	XH_19_20_21	OK	10.8038	14.6646	0.440798881829284	0.450447	0.39595	0.969466	no	-
ENSMUSG00000036275	ENSMUSG00000036275	9530068E07Rik	11:52396427-52408728	XH_16_17_18	XH_19_20_21	OK	14.9943	16.9678	0.178385348572204	0.515541	0.3706	0.960406	no	-
ENSMUSG00000029578	ENSMUSG00000029578	Wipi2	5:142627697-142670588	XH_16_17_18	XH_19_20_21	OK	32.9361	30.0215	-0.133673672211506	-0.376294	0.4978	0.998088	no	-
ENSMUSG00000009470	ENSMUSG00000009470	Tnpo1	13:98839018-98926384	XH_16_17_18	XH_19_20_21	OK	69.2272	68.428	-0.0167522161437046	-0.040481	0.94075	0.998171	no	-
ENSMUSG00000062991	ENSMUSG00000062991	Nrg1	8:31814550-32884029	XH_16_17_18	XH_19_20_21	OK	2.03846	2.43641	0.257277283347941	0.370954	0.46175	0.988571	no	-
ENSMUSG00000058258	ENSMUSG00000058258	Idi1	13:8884913-8892451	XH_16_17_18	XH_19_20_21	OK	30.3589	34.9291	0.202309951790014	0.483954	0.371	0.960483	no	-
ENSMUSG00000022221	ENSMUSG00000022221	Ripk3	14:55784994-55788865	XH_16_17_18	XH_19_20_21	OK	11.0828	11.3874	0.0391159695574414	0.0831481	0.8649	0.998171	no	-
ENSMUSG00000032815	ENSMUSG00000032815	Fanca	8:119910359-124345724	XH_16_17_18	XH_19_20_21	OK	30.1805	26.0583	-0.211873739215479	-0.031408	0.79425	0.998171	no	-
ENSMUSG00000028865	ENSMUSG00000028865	Cd164l2	4:133209339-133224555	XH_16_17_18	XH_19_20_21	OK	4.99925	3.89169	-0.361314880332395	-0.545294	0.28675	0.911288	no	-
ENSMUSG00000033096	ENSMUSG00000033096	Apmap	2:150583079-150610254	XH_16_17_18	XH_19_20_21	OK	6.86099	8.69687	0.34207950528926	0.68687	0.1511	0.76853	no	-
ENSMUSG00000047710	ENSMUSG00000047710	Champ1	8:13869640-13881639	XH_16_17_18	XH_19_20_21	OK	34.2839	26.0493	-0.396286629285276	-1.29464	0.02395	0.353051	no	-
ENSMUSG00000054342	ENSMUSG00000054342	Kcnn4	7:24370262-24386690	XH_16_17_18	XH_19_20_21	OK	1.78034	1.20054	-0.568469313266187	-0.891557	0.0994	0.663862	no	-
ENSMUSG00000026849	ENSMUSG00000026849	Tor1a	2:30960626-30967933	XH_16_17_18	XH_19_20_21	OK	26.8709	24.5979	-0.127509489626619	-0.28949	0.613	0.998171	no	-
ENSMUSG00000028756	ENSMUSG00000028756	Pink1	4:138313408-138326307	XH_16_17_18	XH_19_20_21	OK	11.2289	18.4532	0.716654412042984	1.97285	0.00085	0.043828	yes	-
ENSMUSG00000027194	ENSMUSG00000027194	Ttc17	2:94300766-94438136	XH_16_17_18	XH_19_20_21	OK	4.12668	4.38492	0.0875689517976749	0.076884	0.8752	0.998171	no	-
ENSMUSG00000085030	ENSMUSG00000085030	2810455O05Rik	8:119910359-124345724	XH_16_17_18	XH_19_20_21	OK	1.06608	1.1584	0.119817803702431	0.00458412	0.9299	0.998171	no	-
ENSMUSG00000022089	ENSMUSG00000022089	Bin3	14:70100104-70153811	XH_16_17_18	XH_19_20_21	OK	5.55571	6.15689	0.148230498661492	0.104811	0.785	0.998171	no	-
ENSMUSG00000003848	ENSMUSG00000003848	Nob1	8:107412485-107425051	XH_16_17_18	XH_19_20_21	OK	123.974	87.0608	-0.509942406124791	-1.58315	0.00445	0.134377	no	-
ENSMUSG00000056412	ENSMUSG00000056412	Gm12396	4:40775258-40775564	XH_16_17_18	XH_19_20_21	OK	2.55131	3.62253	0.50575943152498	0.47076	0.4229	0.980299	no	-
ENSMUSG00000002897	ENSMUSG00000002897	Il17ra	6:120463246-120487559	XH_16_17_18	XH_19_20_21	OK	4.00732	3.38543	-0.243298629964854	-0.319261	0.56925	0.998171	no	-
ENSMUSG00000040711	ENSMUSG00000040711	Sh3pxd2b	11:32347819-32428173	XH_16_17_18	XH_19_20_21	OK	3.42813	3.15748	-0.118648223945531	-0.325713	0.56865	0.998171	no	-
ENSMUSG00000040225	ENSMUSG00000040225	Prrc2c	1:162670724-162740556	XH_16_17_18	XH_19_20_21	OK	74.7513	88.366	0.241392710731985	0.497932	0.2009	0.833875	no	-
ENSMUSG00000104444	ENSMUSG00000104444	Gm33051	3:28805435-28813985	XH_16_17_18	XH_19_20_21	OK	29.4054	10.7108	-1.4570148751337	-0.950901	0.44435	0.984375	no	-
ENSMUSG00000031379	ENSMUSG00000031379	Pir	X:164269370-164373011	XH_16_17_18	XH_19_20_21	OK	18.8988	15.8809	-0.251001956856926	-0.499079	0.3723	0.961849	no	-
ENSMUSG00000048332	ENSMUSG00000048332	Lhfp	3:53038584-53261679	XH_16_17_18	XH_19_20_21	OK	3.48921	4.47622	0.359380514985265	0.72664	0.2037	0.837882	no	-
ENSMUSG00000044066	ENSMUSG00000044066	Cep68	11:20227036-20249429	XH_16_17_18	XH_19_20_21	OK	22.6365	24.2171	0.0973752030576994	0.270327	0.62265	0.998171	no	-
ENSMUSG00000033983	ENSMUSG00000033983	Coil	11:88970251-88991613	XH_16_17_18	XH_19_20_21	OK	33.4734	52.4207	0.647121521224323	1.68188	0.0023	0.088163	no	-
ENSMUSG00000092225	ENSMUSG00000092225	Gm2381	7:42816828-42867234	XH_16_17_18	XH_19_20_21	OK	2.78255	5.52958	0.990762292750058	2.46055	0.0001	0.00844243	yes	-
ENSMUSG00000031523	ENSMUSG00000031523	Dlc1	8:36567750-36953143	XH_16_17_18	XH_19_20_21	OK	45.7788	32.8404	-0.4792079465933	-1.61597	0.0048	0.14035	no	-
ENSMUSG00000040139	ENSMUSG00000040139	9430038I01Rik	7:137375573-137410762	XH_16_17_18	XH_19_20_21	OK	10.7245	8.14264	-0.397341862807859	-0.784721	0.17235	0.797367	no	-
ENSMUSG00000081344	ENSMUSG00000081344	Gm14303	2:172509520-172509691	XH_16_17_18	XH_19_20_21	OK	440.925	232.043	-0.926141101978045	-1.32693	0.0181	0.306588	no	-
ENSMUSG00000081319	ENSMUSG00000081319	Gm12936	4:126556934-126593903	XH_16_17_18	XH_19_20_21	OK	1.11217	0.422709	-1.39564059252173	-0.202421	0.50825	0.998171	no	-
ENSMUSG00000060181	ENSMUSG00000060181	Slc35e3	10:117733678-117746365	XH_16_17_18	XH_19_20_21	OK	6.45084	6.08402	-0.084462138526453	-0.127222	0.82215	0.998171	no	-
ENSMUSG00000003380	ENSMUSG00000003380	Rabac1	7:24969751-24972754	XH_16_17_18	XH_19_20_21	OK	51.0753	40.2652	-0.343092273535999	-0.974708	0.0842	0.624635	no	-
ENSMUSG00000051378	ENSMUSG00000051378	Kif18b	11:102838472-103101658	XH_16_17_18	XH_19_20_21	OK	32.5037	37.1265	0.191845361370535	0.153591	0.7319	0.998171	no	-
ENSMUSG00000030731	ENSMUSG00000030731	Syt3	7:44310252-44400187	XH_16_17_18	XH_19_20_21	OK	2.60077	2.40977	-0.110043364388262	-0.141889	0.7553	0.998171	no	-
ENSMUSG00000019966	ENSMUSG00000019966	Kitl	10:100015629-100100416	XH_16_17_18	XH_19_20_21	OK	1.83046	1.87826	0.0371905357108169	0.0244135	0.9524	0.998171	no	-
ENSMUSG00000042784	ENSMUSG00000042784	Muc1	3:89229056-89233381	XH_16_17_18	XH_19_20_21	OK	2.33862	1.49598	-0.644566570945049	-0.519196	0.3638	0.957849	no	-
ENSMUSG00000039968	ENSMUSG00000039968	Rsbn1l	5:20893027-20956398	XH_16_17_18	XH_19_20_21	OK	5.28666	7.57607	0.519093114900947	1.29268	0.01485	0.278056	no	-
ENSMUSG00000020935	ENSMUSG00000020935	Dcakd	11:102838472-103101658	XH_16_17_18	XH_19_20_21	OK	162.396	140.256	-0.211453608637011	-0.294016	0.60245	0.998171	no	-
ENSMUSG00000082860	ENSMUSG00000082860	Gm13204	4:148558428-148582401	XH_16_17_18	XH_19_20_21	OK	2.57321	3.53792	0.459332225546774	0.183942	0.8328	0.998171	no	-
ENSMUSG00000045394	ENSMUSG00000045394	Epcam	17:87635978-87651129	XH_16_17_18	XH_19_20_21	OK	131.317	124.311	-0.0790997334691414	-0.213584	0.7093	0.998171	no	-
ENSMUSG00000028060	ENSMUSG00000028060	Khdc4	3:88685023-88712924	XH_16_17_18	XH_19_20_21	OK	27.3159	27.7867	0.0246535500649504	0.0590659	0.91355	0.998171	no	-
ENSMUSG00000100629	ENSMUSG00000100629	Gm28192	11:120961748-120991330	XH_16_17_18	XH_19_20_21	OK	2.8237	2.53717	-0.154366630990561	-0.0427558	0.93865	0.998171	no	-
ENSMUSG00000078794	ENSMUSG00000078794	Dact3	7:16875316-16887462	XH_16_17_18	XH_19_20_21	OK	2.41588	2.20544	-0.13148228405678	-0.280186	0.6239	0.998171	no	-
ENSMUSG00000026443	ENSMUSG00000026443	Lrrn2	1:132880272-132940005	XH_16_17_18	XH_19_20_21	OK	0.136352	0.540323	1.98648623292003	1.67003	0.00165	0.071604	no	-
ENSMUSG00000103653	ENSMUSG00000103653	Gstp-ps	1:191997204-192151026	XH_16_17_18	XH_19_20_21	OK	2.68173	6.25186	1.2211214797694	0.976441	0.10305	0.674339	no	-
ENSMUSG00000090841	ENSMUSG00000090841	Myl6	10:128490859-128494145	XH_16_17_18	XH_19_20_21	OK	417.101	353.501	-0.238682474890873	-0.738617	0.19655	0.829372	no	-
ENSMUSG00000073982	ENSMUSG00000073982	Rhog	7:102239122-102256054	XH_16_17_18	XH_19_20_21	OK	9.81032	8.90553	-0.139598722232511	-0.321329	0.563	0.998171	no	-
ENSMUSG00000022471	ENSMUSG00000022471	Xrcc6	15:81987834-82040085	XH_16_17_18	XH_19_20_21	OK	57.0449	58.5019	0.03638557005702	0.0909566	0.85755	0.998171	no	-
ENSMUSG00000029468	ENSMUSG00000029468	P2rx7	5:122643910-122691432	XH_16_17_18	XH_19_20_21	OK	1.85354	3.09903	0.74153347160233	0.93173	0.09935	0.663805	no	-
ENSMUSG00000021476	ENSMUSG00000021476	Habp4	13:64161823-64186537	XH_16_17_18	XH_19_20_21	OK	3.1846	3.18348	-0.000507474297576848	-0.000742076	0.99905	0.999788	no	-
ENSMUSG00000037390	ENSMUSG00000037390	Muc3	5:137134921-137149322	XH_16_17_18	XH_19_20_21	OK	1.43832	1.38313	-0.056447923492082	-0.0640695	0.90375	0.998171	no	-
ENSMUSG00000049577	ENSMUSG00000049577	Zfpm1	8:119910359-124345724	XH_16_17_18	XH_19_20_21	OK	9.72414	9.19706	-0.0803979118933983	-0.00403534	0.9142	0.998171	no	-
ENSMUSG00000042401	ENSMUSG00000042401	Crtac1	19:42283034-42431783	XH_16_17_18	XH_19_20_21	OK	4.40494	4.13605	-0.0908687419765984	-0.194954	0.71535	0.998171	no	-
ENSMUSG00000021767	ENSMUSG00000021767	Kat6b	14:21481433-21672478	XH_16_17_18	XH_19_20_21	OK	46.64	64.0477	0.457578974719023	1.06221	0.0281	0.38129	no	-
ENSMUSG00000021927	ENSMUSG00000021927	Hnrnpa1l2-ps2	15:22549021-23474418	XH_16_17_18	XH_19_20_21	OK	1.14474	1.2546	0.132207505513244	0.132409	0.8357	0.998171	no	-
ENSMUSG00000024293	ENSMUSG00000024293	Esco1	18:10566506-10610352	XH_16_17_18	XH_19_20_21	OK	4.73047	7.75369	0.712899524985367	1.88805	0.0009	0.0458637	yes	-
ENSMUSG00000020471	ENSMUSG00000020471	Pold2	11:5872179-5878292	XH_16_17_18	XH_19_20_21	OK	118.561	84.4802	-0.488944365909331	-1.25296	0.0305	0.398194	no	-
ENSMUSG00000033033	ENSMUSG00000033033	Calhm2	19:47090767-47138294	XH_16_17_18	XH_19_20_21	OK	1.96062	1.68772	-0.216234370301889	-0.108087	0.87515	0.998171	no	-
ENSMUSG00000062683	ENSMUSG00000062683	Atp5g2	15:102662863-102672352	XH_16_17_18	XH_19_20_21	OK	296.788	291.701	-0.0249424287459566	-0.0749563	0.8995	0.998171	no	-
ENSMUSG00000031970	ENSMUSG00000031970	Dbndd1	8:119910359-124345724	XH_16_17_18	XH_19_20_21	OK	3.22687	2.13249	-0.597596481296065	-0.0329984	0.47525	0.991365	no	-
ENSMUSG00000090946	ENSMUSG00000090946	Ccdc71l	12:32378703-32382943	XH_16_17_18	XH_19_20_21	OK	0.91902	1.26659	0.462781430828495	0.903355	0.11725	0.708033	no	-
ENSMUSG00000031163	ENSMUSG00000031163	Glod5	X:8004199-8018492	XH_16_17_18	XH_19_20_21	OK	1.58031	5.11737	1.69519495690264	2.37289	0.0002	0.0144655	yes	up
ENSMUSG00000007589	ENSMUSG00000007589	Tinf2	14:55662262-55681820	XH_16_17_18	XH_19_20_21	OK	25.5188	23.3219	-0.129875161668706	-0.192936	0.7009	0.998171	no	-
ENSMUSG00000114129	ENSMUSG00000114129	Gm16476	12:20615013-20670194	XH_16_17_18	XH_19_20_21	OK	29.2307	54.2018	0.890856384775863	0.427347	0.74375	0.998171	no	-
ENSMUSG00000019564	ENSMUSG00000019564	Arid3a	10:79927042-79955018	XH_16_17_18	XH_19_20_21	OK	2.99725	3.10549	0.0511814984003376	0.0936973	0.8509	0.998171	no	-
ENSMUSG00000032783	ENSMUSG00000032783	Troap	15:99068137-99083409	XH_16_17_18	XH_19_20_21	OK	13.5949	13.9109	0.0331502222447058	0.06596	0.9068	0.998171	no	-
ENSMUSG00000024019	ENSMUSG00000024019	Cmtr1	17:29518641-29717044	XH_16_17_18	XH_19_20_21	OK	39.6977	33.2384	-0.256204486486181	-0.411396	0.4614	0.988571	no	-
ENSMUSG00000050608	ENSMUSG00000050608	Minos1	4:139101813-139131113	XH_16_17_18	XH_19_20_21	OK	104.663	93.456	-0.163392322233694	-0.307268	0.592	0.998171	no	-
ENSMUSG00000075470	ENSMUSG00000075470	Alg10b	15:90224310-90233471	XH_16_17_18	XH_19_20_21	OK	7.74246	9.58999	0.308737286368448	0.963362	0.0916	0.643872	no	-
