test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	regulation
ENSMUSG00000069270	ENSMUSG00000069270	Hist1h2ac	13:23681466-23683948	XH_16_17_18	XH_19_20_21	OK	0.125836	4.47152	5.15114870670681	5.83821	5e-05	0.00468291	yes	up
ENSMUSG00000023206	ENSMUSG00000023206	Il15ra	2:11705289-11734317	XH_16_17_18	XH_19_20_21	OK	0.232428	1.00042	2.10575002264255	0.915953	0.00065	0.035541	yes	up
ENSMUSG00000037833	ENSMUSG00000037833	Sh2d4b	14:40813788-40893266	XH_16_17_18	XH_19_20_21	OK	0.418091	1.58888	1.92612127662686	2.32895	0.0002	0.0144655	yes	up
ENSMUSG00000074071	ENSMUSG00000074071	Fam169b	7:68266338-68363092	XH_16_17_18	XH_19_20_21	OK	2.12058	6.22725	1.5541362886102	2.09298	5e-05	0.00468291	yes	up
ENSMUSG00000032715	ENSMUSG00000032715	Trib3	2:152337421-152344032	XH_16_17_18	XH_19_20_21	OK	37.3233	16.2989	-1.19530194866404	-3.3248	5e-05	0.00468291	yes	down
ENSMUSG00000005161	ENSMUSG00000005161	Prdx2	8:84956609-84976542	XH_16_17_18	XH_19_20_21	OK	323.051	159.427	-1.01886596107682	-2.5264	5e-05	0.00468291	yes	down
ENSMUSG00000061751	ENSMUSG00000061751	Kalrn	16:33969072-34573532	XH_16_17_18	XH_19_20_21	OK	0.981149	3.60711	1.87829926940106	2.48425	5e-05	0.00468291	yes	up
ENSMUSG00000085101	ENSMUSG00000085101	Platr16	4:145410244-145450888	XH_16_17_18	XH_19_20_21	OK	2.74103	8.1547	1.57291368493645	2.10716	0.0005	0.0294552	yes	up
ENSMUSG00000022788	ENSMUSG00000022788	Fgd4	16:16416916-16600549	XH_16_17_18	XH_19_20_21	OK	2.49499	5.29066	1.08441367388429	2.12097	0.00025	0.0173995	yes	up
ENSMUSG00000021373	ENSMUSG00000021373	Cap2	13:46472668-46650281	XH_16_17_18	XH_19_20_21	OK	0.535911	4.87658	3.18580439033823	3.67344	5e-05	0.00468291	yes	up
ENSMUSG00000020634	ENSMUSG00000020634	Ubxn2a	12:4879031-4907705	XH_16_17_18	XH_19_20_21	OK	13.519	45.3564	1.74631769666934	4.04712	5e-05	0.00468291	yes	up
ENSMUSG00000116947	ENSMUSG00000116947	2410003I16Rik	16:94011440-94012236	XH_16_17_18	XH_19_20_21	OK	2.20413	12.8353	2.54183579452381	3.47914	5e-05	0.00468291	yes	up
ENSMUSG00000028661	ENSMUSG00000028661	Epha8	4:136929418-136956816	XH_16_17_18	XH_19_20_21	OK	1.97735	0.503241	-1.97424688607222	-3.48308	5e-05	0.00468291	yes	down
ENSMUSG00000093622	ENSMUSG00000093622	Gm20703	17:70834663-70836044	XH_16_17_18	XH_19_20_21	OK	0.942773	0.001	-9.88076663172738	-nan	5e-05	0.00468291	yes	down
ENSMUSG00000095217	ENSMUSG00000095217	Hist1h2bn	13:21754122-21754503	XH_16_17_18	XH_19_20_21	OK	2.78597	52.962	4.24870597571185	5.91564	5e-05	0.00468291	yes	up
ENSMUSG00000056436	ENSMUSG00000056436	Cyct	2:76353941-76360450	XH_16_17_18	XH_19_20_21	OK	27.3365	68.519	1.32567555534729	3.37728	5e-05	0.00468291	yes	up
ENSMUSG00000032495	ENSMUSG00000032495	Lrrc2	9:110951544-110984066	XH_16_17_18	XH_19_20_21	OK	2.04416	6.11941	1.58188443989345	2.62242	5e-05	0.00468291	yes	up
ENSMUSG00000028541	ENSMUSG00000028541	B4galt2	4:117834505-117883487	XH_16_17_18	XH_19_20_21	OK	10.7263	5.31636	-1.01264180339633	-1.77953	0.00075	0.0399608	yes	down
ENSMUSG00000069301	ENSMUSG00000069301	Hist1h2ag	13:22042459-22042944	XH_16_17_18	XH_19_20_21	OK	1.55143	23.4492	3.9178681946273	5.22195	5e-05	0.00468291	yes	up
ENSMUSG00000023484	ENSMUSG00000023484	Prph	15:99055173-99058978	XH_16_17_18	XH_19_20_21	OK	22.9087	11.3165	-1.0174677661071	-1.96141	0.0003	0.0201201	yes	down
ENSMUSG00000051998	ENSMUSG00000051998	Lax1	1:133679090-133690108	XH_16_17_18	XH_19_20_21	OK	0.384865	1.73637	2.17365001973852	2.26002	5e-05	0.00468291	yes	up
ENSMUSG00000041583	ENSMUSG00000041583	Obox6	7:15833240-15839678	XH_16_17_18	XH_19_20_21	OK	1.66699	7.94753	2.25326110733872	3.95246	5e-05	0.00468291	yes	up
ENSMUSG00000078899	ENSMUSG00000078899	Gm4631	2:175321954-175338197	XH_16_17_18	XH_19_20_21	OK	2.58469	6.67634	1.3690661690313	3.42934	5e-05	0.00468291	yes	up
ENSMUSG00000033060	ENSMUSG00000033060	Lmo7	14:101729956-101934710	XH_16_17_18	XH_19_20_21	OK	7.12092	19.4125	1.44685037469959	2.36389	5e-05	0.00468291	yes	up
ENSMUSG00000069305	ENSMUSG00000069305	Hist1h4n	13:21831766-21832196	XH_16_17_18	XH_19_20_21	OK	1.37825	36.4361	4.72445903954204	5.85273	5e-05	0.00468291	yes	up
ENSMUSG00000041782	ENSMUSG00000041782	Lad1	1:135818597-135833342	XH_16_17_18	XH_19_20_21	OK	4.82434	1.9247	-1.32569799344585	-2.60832	5e-05	0.00468291	yes	down
ENSMUSG00000028109	ENSMUSG00000028109	Hormad1	3:95559676-95587671	XH_16_17_18	XH_19_20_21	OK	4.13029	12.3155	1.57616021511262	3.37938	5e-05	0.00468291	yes	up
ENSMUSG00000097296	ENSMUSG00000097296	Gm26532	8:84208814-84209609	XH_16_17_18	XH_19_20_21	OK	15.9223	5.28399	-1.59134910900054	-2.79255	5e-05	0.00468291	yes	down
ENSMUSG00000040624	ENSMUSG00000040624	Plekhg1	10:3740363-3967303	XH_16_17_18	XH_19_20_21	OK	1.04938	3.77503	1.84695091030429	3.26422	5e-05	0.00468291	yes	up
ENSMUSG00000040723	ENSMUSG00000040723	Rcsd1	1:165646515-165709757	XH_16_17_18	XH_19_20_21	OK	0.314754	1.59438	2.34069890071986	2.83024	5e-05	0.00468291	yes	up
ENSMUSG00000029848	ENSMUSG00000029848	Stra8	6:34920162-34939344	XH_16_17_18	XH_19_20_21	OK	15.3434	34.3906	1.16439607592176	2.47021	5e-05	0.00468291	yes	up
ENSMUSG00000010592	ENSMUSG00000010592	Dazl	17:50279394-50293636	XH_16_17_18	XH_19_20_21	OK	3.7375	11.9263	1.67400104816647	2.65166	5e-05	0.00468291	yes	up
ENSMUSG00000033249	ENSMUSG00000033249	Hsf4	8:105269800-105275845	XH_16_17_18	XH_19_20_21	OK	1.57514	0.471368	-1.74055433642208	-1.84028	0.00095	0.0480035	yes	down
ENSMUSG00000082416	ENSMUSG00000082416	Gm11414	4:83500498-83500761	XH_16_17_18	XH_19_20_21	OK	0.001	4.12273	12.0093842660394	-nan	0.0002	0.0144655	yes	up
ENSMUSG00000057278	ENSMUSG00000057278	Snrpg	6:86371303-86379328	XH_16_17_18	XH_19_20_21	OK	366.54	145.876	-1.32922810041293	-2.54549	5e-05	0.00468291	yes	down
ENSMUSG00000031179	ENSMUSG00000031179	3830417A13Rik	X:64173547-64178778	XH_16_17_18	XH_19_20_21	OK	1.14856	2.89993	1.33619185204587	1.93962	0.0004	0.024814	yes	up
ENSMUSG00000030559	ENSMUSG00000030559	Rab38	7:88430272-88491572	XH_16_17_18	XH_19_20_21	OK	0.326651	1.45195	2.15216981141332	2.0023	0.00025	0.0173995	yes	up
ENSMUSG00000048865	ENSMUSG00000048865	Arhgap30	1:171388953-171410298	XH_16_17_18	XH_19_20_21	OK	1.03564	2.95087	1.51061777122156	3.1789	5e-05	0.00468291	yes	up
ENSMUSG00000070777	ENSMUSG00000070777	Ceacam20	7:19965411-19991104	XH_16_17_18	XH_19_20_21	OK	0.235206	2.0325	3.11125858403789	2.63828	5e-05	0.00468291	yes	up
ENSMUSG00000026463	ENSMUSG00000026463	Atp2b4	1:133699456-133801041	XH_16_17_18	XH_19_20_21	OK	3.44089	9.31732	1.4371332709457	2.0022	5e-05	0.00468291	yes	up
ENSMUSG00000109032	ENSMUSG00000109032	Gm7972	9:75468615-75486681	XH_16_17_18	XH_19_20_21	OK	3.82073	9.02928	1.2407626407687	2.38893	5e-05	0.00468291	yes	up
ENSMUSG00000042268	ENSMUSG00000042268	Slc26a9	1:131744021-131771504	XH_16_17_18	XH_19_20_21	OK	0.413143	1.60887	1.96133462896017	2.5371	5e-05	0.00468291	yes	up
ENSMUSG00000034480	ENSMUSG00000034480	Diaph2	X:129749741-130465834	XH_16_17_18	XH_19_20_21	OK	2.5042	5.7473	1.19853456864352	2.61299	5e-05	0.00468291	yes	up
ENSMUSG00000031284	ENSMUSG00000031284	Pak3	X:143518590-143797796	XH_16_17_18	XH_19_20_21	OK	0.211046	1.17348	2.47516386279188	1.54288	0.00025	0.0173995	yes	up
ENSMUSG00000096361	ENSMUSG00000096361	Gm5814	17:47410362-47410737	XH_16_17_18	XH_19_20_21	OK	32.6243	91.4487	1.48701571434071	3.26286	5e-05	0.00468291	yes	up
ENSMUSG00000027550	ENSMUSG00000027550	Lrrcc1	3:14533787-14572658	XH_16_17_18	XH_19_20_21	OK	2.8149	6.04063	1.10161535035649	2.10528	5e-05	0.00468291	yes	up
ENSMUSG00000078500	ENSMUSG00000078500	Zfp986	4:145868793-145899975	XH_16_17_18	XH_19_20_21	OK	3.78083	7.9268	1.06803559449704	1.8706	0.00055	0.0316616	yes	up
ENSMUSG00000020108	ENSMUSG00000020108	Ddit4	10:59949668-59951834	XH_16_17_18	XH_19_20_21	OK	61.6932	29.5984	-1.05959228995561	-3.2139	5e-05	0.00468291	yes	down
ENSMUSG00000069300	ENSMUSG00000069300	Hist1h2bj	13:22043213-22043676	XH_16_17_18	XH_19_20_21	OK	6.97923	63.0655	3.17571121266706	6.01815	5e-05	0.00468291	yes	up
ENSMUSG00000061544	ENSMUSG00000061544	Zfp229	17:21730794-21769342	XH_16_17_18	XH_19_20_21	OK	1.86792	6.1655	1.72278522871099	1.82618	0.0008	0.0417436	yes	up
ENSMUSG00000021803	ENSMUSG00000021803	Cdhr1	14:37077856-37098347	XH_16_17_18	XH_19_20_21	OK	0.278486	1.27034	2.1895379710387	3.43427	5e-05	0.00468291	yes	up
ENSMUSG00000036766	ENSMUSG00000036766	Dner	1:84369838-84696221	XH_16_17_18	XH_19_20_21	OK	0.82561	3.98984	2.27279854258306	2.31723	5e-05	0.00468291	yes	up
ENSMUSG00000112523	ENSMUSG00000112523	Gm48377	10:106183020-106183891	XH_16_17_18	XH_19_20_21	OK	9.70499	54.0762	2.47819514375336	5.73895	5e-05	0.00468291	yes	up
ENSMUSG00000060715	ENSMUSG00000060715	1700019A02Rik	1:53158576-53187636	XH_16_17_18	XH_19_20_21	OK	0.855978	4.88103	2.51153999626248	2.9679	0.0001	0.00844243	yes	up
ENSMUSG00000041329	ENSMUSG00000041329	Atp1b2	11:69599735-69605942	XH_16_17_18	XH_19_20_21	OK	6.76638	15.2123	1.16878218928852	1.89762	0.0005	0.0294552	yes	up
ENSMUSG00000036782	ENSMUSG00000036782	Klhl13	X:23219270-23365082	XH_16_17_18	XH_19_20_21	OK	106.189	226.279	1.0914683736601	3.33668	5e-05	0.00468291	yes	up
ENSMUSG00000051747	ENSMUSG00000051747	Ttn	2:76703979-76982547	XH_16_17_18	XH_19_20_21	OK	0.141047	0.989528	2.81056454997043	0.81293	5e-05	0.00468291	yes	up
ENSMUSG00000000486	ENSMUSG00000000486	Sept1	7:127214446-127238179	XH_16_17_18	XH_19_20_21	OK	23.1117	118.471	2.3578386638702	3.03037	5e-05	0.00468291	yes	up
ENSMUSG00000069272	ENSMUSG00000069272	Hist1h2ae	13:23570516-23571220	XH_16_17_18	XH_19_20_21	OK	1.49411	16.754	3.48714730677266	5.29305	5e-05	0.00468291	yes	up
ENSMUSG00000034573	ENSMUSG00000034573	Ptpn13	5:103425191-103598303	XH_16_17_18	XH_19_20_21	OK	2.0825	4.23458	1.02390238967731	2.28026	5e-05	0.00468291	yes	up
ENSMUSG00000027249	ENSMUSG00000027249	F2	2:91625319-91636414	XH_16_17_18	XH_19_20_21	OK	0.400402	1.18631	1.56695997074022	2.17987	0.00035	0.0227112	yes	up
ENSMUSG00000034981	ENSMUSG00000034981	Parm1	5:91517614-91626894	XH_16_17_18	XH_19_20_21	OK	0.746924	1.69347	1.18094906912178	2.42511	5e-05	0.00468291	yes	up
ENSMUSG00000027082	ENSMUSG00000027082	Tfpi	2:84432854-84476775	XH_16_17_18	XH_19_20_21	OK	18.3669	50.0953	1.44756710821512	3.30508	5e-05	0.00468291	yes	up
ENSMUSG00000021056	ENSMUSG00000021056	Tex21	12:76198685-76246746	XH_16_17_18	XH_19_20_21	OK	1.61299	4.03007	1.32106740346146	2.49534	5e-05	0.00468291	yes	up
ENSMUSG00000033949	ENSMUSG00000033949	Trim36	18:46165299-46212607	XH_16_17_18	XH_19_20_21	OK	2.59571	5.44829	1.06967428634229	2.19044	0.0002	0.0144655	yes	up
ENSMUSG00000030350	ENSMUSG00000030350	Prmt8	6:127689010-127769472	XH_16_17_18	XH_19_20_21	OK	0.979609	2.92802	1.57964747445875	2.89447	5e-05	0.00468291	yes	up
ENSMUSG00000018604	ENSMUSG00000018604	Tbx3	5:119570129-119684724	XH_16_17_18	XH_19_20_21	OK	13.1662	43.6541	1.72927814019804	2.49456	5e-05	0.00468291	yes	up
ENSMUSG00000027296	ENSMUSG00000027296	Itpka	2:119742336-119751263	XH_16_17_18	XH_19_20_21	OK	3.45861	7.34356	1.08628727857225	2.34957	0.0001	0.00844243	yes	up
ENSMUSG00000111149	ENSMUSG00000111149	Gm26564	10:34230906-34233531	XH_16_17_18	XH_19_20_21	OK	11.8762	28.044	1.23961884574614	2.18939	0.0001	0.00844243	yes	up
ENSMUSG00000114257	ENSMUSG00000114257	Gm47654	14:14429176-14430245	XH_16_17_18	XH_19_20_21	OK	11.0646	28.5973	1.36992764535353	3.34136	5e-05	0.00468291	yes	up
ENSMUSG00000042942	ENSMUSG00000042942	Greb1l	18:10325176-10562940	XH_16_17_18	XH_19_20_21	OK	2.11431	22.145	3.38872217202469	5.82207	5e-05	0.00468291	yes	up
ENSMUSG00000037280	ENSMUSG00000037280	Galnt6	15:100691812-100729376	XH_16_17_18	XH_19_20_21	OK	6.51781	18.6083	1.51348705905783	3.87356	5e-05	0.00468291	yes	up
ENSMUSG00000053062	ENSMUSG00000053062	Jam2	16:84774122-84825928	XH_16_17_18	XH_19_20_21	OK	16.728	45.2726	1.4363731957284	3.06918	5e-05	0.00468291	yes	up
ENSMUSG00000069267	ENSMUSG00000069267	Hist1h3b	13:23752266-23752886	XH_16_17_18	XH_19_20_21	OK	1.32835	48.6403	5.19444489689282	7.52158	5e-05	0.00468291	yes	up
ENSMUSG00000023906	ENSMUSG00000023906	Cldn6	17:23679248-23682446	XH_16_17_18	XH_19_20_21	OK	27.3692	10.427	-1.39222913228247	-3.27302	5e-05	0.00468291	yes	down
ENSMUSG00000029673	ENSMUSG00000029673	Auts2	5:131437332-132543344	XH_16_17_18	XH_19_20_21	OK	5.75532	31.8034	2.46621295707798	6.5016	5e-05	0.00468291	yes	up
ENSMUSG00000055780	ENSMUSG00000055780	Usp26	X:51753958-51801233	XH_16_17_18	XH_19_20_21	OK	5.42773	25.1594	2.21267665587962	5.51207	5e-05	0.00468291	yes	up
ENSMUSG00000068855	ENSMUSG00000068855	Hist2h2ac	3:96220360-96220880	XH_16_17_18	XH_19_20_21	OK	0.664546	43.9045	6.04585593983196	6.56316	5e-05	0.00468291	yes	up
ENSMUSG00000039481	ENSMUSG00000039481	Nrtn	17:56751324-56757530	XH_16_17_18	XH_19_20_21	OK	2.25737	5.34647	1.24394376174042	2.10172	0.00065	0.035541	yes	up
ENSMUSG00000004359	ENSMUSG00000004359	Spic	10:88674771-88685015	XH_16_17_18	XH_19_20_21	OK	8.2231	20.4902	1.31717978770103	2.47865	5e-05	0.00468291	yes	up
ENSMUSG00000057982	ENSMUSG00000057982	Zfp809	9:22225713-22243354	XH_16_17_18	XH_19_20_21	OK	5.40352	11.4508	1.08347696500695	2.40558	5e-05	0.00468291	yes	up
ENSMUSG00000068323	ENSMUSG00000068323	Slc4a5	6:83219827-83304945	XH_16_17_18	XH_19_20_21	OK	7.63305	30.1333	1.98102712922555	2.60298	0.0006	0.0336119	yes	up
ENSMUSG00000071669	ENSMUSG00000071669	Snx29	16:11322907-11755472	XH_16_17_18	XH_19_20_21	OK	2.48063	5.50861	1.15098176107201	1.95883	0.001	0.0498472	yes	up
ENSMUSG00000039269	ENSMUSG00000039269	2300002M23Rik	17:35567449-35568952	XH_16_17_18	XH_19_20_21	OK	0.689579	5.95153	3.10947285416428	4.59624	5e-05	0.00468291	yes	up
ENSMUSG00000024594	ENSMUSG00000024594	Prrc1	18:57354740-57792360	XH_16_17_18	XH_19_20_21	OK	23.1462	84.7499	1.87243630577849	2.94725	5e-05	0.00468291	yes	up
ENSMUSG00000024565	ENSMUSG00000024565	Sall3	18:80966375-80986771	XH_16_17_18	XH_19_20_21	OK	0.999467	2.75811	1.46444915757234	2.91944	5e-05	0.00468291	yes	up
