test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	regulation
ENSMUSG00000109864	ENSMUSG00000109864	Eid3	10:82833950-82897712	XH_16_17_18	XH_22_23_24	OK	1.66691	1.9436	0.221555125300407	0.0487221	0.8972	0.998171	no	-
ENSMUSG00000001053	ENSMUSG00000001053	N4bp3	11:51643062-51650842	XH_16_17_18	XH_22_23_24	OK	23.4307	24.7229	0.0774479256783004	0.230876	0.67515	0.998171	no	-
ENSMUSG00000085787	ENSMUSG00000085787	Gm13092	4:150281645-150621966	XH_16_17_18	XH_22_23_24	OK	47.3725	61.5215	0.377040869504922	0.20515	0.72645	0.998171	no	-
ENSMUSG00000030374	ENSMUSG00000030374	Strn4	7:16809245-16840931	XH_16_17_18	XH_22_23_24	OK	56.7584	48.7861	-0.218363763215235	-0.51518	0.35155	0.950811	no	-
ENSMUSG00000034297	ENSMUSG00000034297	Med13	11:86201369-86357602	XH_16_17_18	XH_22_23_24	OK	10.7166	14.4076	0.42698277116064	0.432389	0.2009	0.833875	no	-
ENSMUSG00000032298	ENSMUSG00000032298	Neil1	9:57142799-57148305	XH_16_17_18	XH_22_23_24	OK	4.01407	3.73407	-0.104316802574465	-0.203185	0.7196	0.998171	no	-
ENSMUSG00000116558	ENSMUSG00000116558	Gm49697	12:20312514-20312640	XH_16_17_18	XH_22_23_24	OK	171.815	188.596	0.134443083828306	0.123104	0.83955	0.998171	no	-
ENSMUSG00000022900	ENSMUSG00000022900	Ildr1	16:36693977-36726804	XH_16_17_18	XH_22_23_24	OK	4.86952	4.29406	-0.181437219671618	-0.41236	0.4494	0.985655	no	-
ENSMUSG00000038459	ENSMUSG00000038459	Abhd17c	7:84109355-84151893	XH_16_17_18	XH_22_23_24	OK	24.1352	19.6697	-0.295163827978033	-0.893318	0.11665	0.707439	no	-
ENSMUSG00000001441	ENSMUSG00000001441	Npepps	11:97205841-97282897	XH_16_17_18	XH_22_23_24	OK	68.847	74.9248	0.122049537234266	0.335532	0.4861	0.995013	no	-
ENSMUSG00000030754	ENSMUSG00000030754	Copb1	7:114215558-114254711	XH_16_17_18	XH_22_23_24	OK	41.1941	43.8418	0.0898693087424746	0.301794	0.58875	0.998171	no	-
ENSMUSG00000078851	ENSMUSG00000078851	Hist3h2a	11:58954684-58978050	XH_16_17_18	XH_22_23_24	OK	1.51672	1.8143	0.258458253754437	0.418426	0.46715	0.989609	no	-
ENSMUSG00000039395	ENSMUSG00000039395	Mreg	1:72159441-72212307	XH_16_17_18	XH_22_23_24	OK	57.8612	66.975	0.211026432024188	0.709677	0.2087	0.843472	no	-
ENSMUSG00000033186	ENSMUSG00000033186	Mzt1	14:99034543-99046134	XH_16_17_18	XH_22_23_24	OK	14.7406	17.8706	0.277792824291232	0.653572	0.2513	0.885603	no	-
ENSMUSG00000026577	ENSMUSG00000026577	Blzf1	1:164289799-164458355	XH_16_17_18	XH_22_23_24	OK	12.2654	14.383	0.229770339955294	0.287634	0.60225	0.998171	no	-
ENSMUSG00000034639	ENSMUSG00000034639	Setmar	6:108065044-108077122	XH_16_17_18	XH_22_23_24	OK	2.96263	2.22343	-0.414091475562233	-0.789879	0.17195	0.797367	no	-
ENSMUSG00000030888	ENSMUSG00000030888	Rrp8	7:105731729-105744361	XH_16_17_18	XH_22_23_24	OK	19.1929	20.5339	0.0974349486083631	0.107642	0.8153	0.998171	no	-
ENSMUSG00000074219	ENSMUSG00000074219	Gm10644	8:83900104-83955205	XH_16_17_18	XH_22_23_24	OK	3.94035	3.21392	-0.293989763881116	-0.223372	0.7061	0.998171	no	-
ENSMUSG00000000544	ENSMUSG00000000544	Gpa33	1:166130237-166166510	XH_16_17_18	XH_22_23_24	OK	16.3714	32.4426	0.986711744864057	2.53157	5e-05	0.00468291	yes	-
ENSMUSG00000062184	ENSMUSG00000062184	Hs6st2	X:51387211-51681856	XH_16_17_18	XH_22_23_24	OK	1.69821	1.81645	0.0971067813204638	0.0877318	0.8268	0.998171	no	-
ENSMUSG00000015247	ENSMUSG00000015247	Nipsnap3b	4:53011879-53022060	XH_16_17_18	XH_22_23_24	OK	23.6814	24.5333	0.0509869324604097	0.116744	0.84095	0.998171	no	-
ENSMUSG00000048603	ENSMUSG00000048603	Gm9828	13:98309895-98324415	XH_16_17_18	XH_22_23_24	OK	11.5575	11.636	0.00976583897700268	0.00408649	0.9963	0.999259	no	-
ENSMUSG00000110744	ENSMUSG00000110744	Gm5171	10:30608140-30803326	XH_16_17_18	XH_22_23_24	OK	17.3555	15.1237	-0.198581791992556	-0.398925	0.48265	0.994735	no	-
ENSMUSG00000048960	ENSMUSG00000048960	Prex2	1:10993464-11303681	XH_16_17_18	XH_22_23_24	OK	1.07729	0.932416	-0.208361000968712	-0.13649	0.7875	0.998171	no	-
ENSMUSG00000104642	ENSMUSG00000104642	Gm9207	3:96454834-96455949	XH_16_17_18	XH_22_23_24	OK	0.9654	1.0065	0.0601484403640994	0.0804521	0.887	0.998171	no	-
ENSMUSG00000032059	ENSMUSG00000032059	Alg9	9:50762827-50843542	XH_16_17_18	XH_22_23_24	OK	11.1513	9.41398	-0.244335213799748	-0.491806	0.33415	0.941702	no	-
ENSMUSG00000030623	ENSMUSG00000030623	Prss23os	7:89507782-89527187	XH_16_17_18	XH_22_23_24	OK	6.09615	5.88791	-0.0501427826180929	-0.0871306	0.8733	0.998171	no	-
ENSMUSG00000009739	ENSMUSG00000009739	Pou6f1	15:100575317-100599984	XH_16_17_18	XH_22_23_24	OK	1.338	2.43026	0.861032552026557	1.00614	0.0827	0.620321	no	-
ENSMUSG00000031629	ENSMUSG00000031629	Cenpu	8:46552027-46617212	XH_16_17_18	XH_22_23_24	OK	26.9296	23.6366	-0.188170274482314	-0.337087	0.53255	0.998171	no	-
ENSMUSG00000037266	ENSMUSG00000037266	Rsrp1	4:134923591-134927671	XH_16_17_18	XH_22_23_24	OK	85.9054	81.4006	-0.0777093932305428	-0.176138	0.7638	0.998171	no	-
ENSMUSG00000006782	ENSMUSG00000006782	Cnp	11:100574903-100704271	XH_16_17_18	XH_22_23_24	OK	13.729	16.3664	0.25351047184984	0.228394	0.68955	0.998171	no	-
ENSMUSG00000048706	ENSMUSG00000048706	Lurap1l	4:80910645-80955628	XH_16_17_18	XH_22_23_24	OK	0.869069	0.956778	0.138713492016241	0.242091	0.67245	0.998171	no	-
ENSMUSG00000066720	ENSMUSG00000066720	Cldn9	17:23682583-23684026	XH_16_17_18	XH_22_23_24	OK	1.21617	0.969403	-0.327176454932378	-0.4791	0.40225	0.971051	no	-
ENSMUSG00000020705	ENSMUSG00000020705	Ddx42	11:106216925-106249139	XH_16_17_18	XH_22_23_24	OK	44.3308	49.9611	0.172495843478307	0.504439	0.30355	0.923062	no	-
ENSMUSG00000022551	ENSMUSG00000022551	Cyc1	15:76343522-76346260	XH_16_17_18	XH_22_23_24	OK	364.439	340.906	-0.0963033643067698	-0.271979	0.633	0.998171	no	-
ENSMUSG00000039218	ENSMUSG00000039218	Srrm2	17:23790531-23829136	XH_16_17_18	XH_22_23_24	OK	177.581	165.835	-0.098728706746717	-0.137944	0.75015	0.998171	no	-
ENSMUSG00000027940	ENSMUSG00000027940	Tpm3	3:90072648-90100902	XH_16_17_18	XH_22_23_24	OK	234.362	243.691	0.0563143036166672	0.143539	0.78635	0.998171	no	-
ENSMUSG00000028034	ENSMUSG00000028034	Fubp1	3:152210421-152236826	XH_16_17_18	XH_22_23_24	OK	167.848	133.718	-0.327961664586875	-0.802341	0.11915	0.713308	no	-
ENSMUSG00000002477	ENSMUSG00000002477	Snrpd1	18:10617774-10642079	XH_16_17_18	XH_22_23_24	OK	178.838	164.986	-0.116309708194627	-0.379336	0.50495	0.998171	no	-
ENSMUSG00000041845	ENSMUSG00000041845	Rhod	19:4425458-4477447	XH_16_17_18	XH_22_23_24	OK	5.73623	5.01139	-0.194892054942119	-0.364992	0.5042	0.998171	no	-
ENSMUSG00000026102	ENSMUSG00000026102	Inpp1	1:52785426-52817688	XH_16_17_18	XH_22_23_24	OK	3.09939	2.15995	-0.520986386128331	-0.559349	0.33715	0.943228	no	-
ENSMUSG00000027523	ENSMUSG00000027523	Gnas	2:174281236-174346744	XH_16_17_18	XH_22_23_24	OK	101.88	74.6718	-0.448235451288299	-0.70507	0.23225	0.868189	no	-
ENSMUSG00000025877	ENSMUSG00000025877	Hk3	13:54949410-55021385	XH_16_17_18	XH_22_23_24	OK	0.872075	0.806067	-0.113552454643839	-0.115042	0.7845	0.998171	no	-
ENSMUSG00000037784	ENSMUSG00000037784	Dzip1l	9:99629495-99669256	XH_16_17_18	XH_22_23_24	OK	5.50422	5.43788	-0.0174938195986548	-0.0259588	0.96355	0.998171	no	-
ENSMUSG00000021687	ENSMUSG00000021687	Scamp1	13:94201309-94285857	XH_16_17_18	XH_22_23_24	OK	7.92602	7.64292	-0.0524726782624833	-0.09209	0.87205	0.998171	no	-
ENSMUSG00000036867	ENSMUSG00000036867	Smad6	9:63953075-64022059	XH_16_17_18	XH_22_23_24	OK	1.59784	3.04086	0.928356445817457	1.19114	0.00955	0.215001	no	-
ENSMUSG00000024381	ENSMUSG00000024381	Bin1	18:32359052-32435737	XH_16_17_18	XH_22_23_24	OK	5.83512	6.71051	0.201660090233457	0.443697	0.4346	0.982023	no	-
ENSMUSG00000031262	ENSMUSG00000031262	Cenpi	X:134308083-134362639	XH_16_17_18	XH_22_23_24	OK	7.38338	7.89876	0.0973447756485177	0.208052	0.67635	0.998171	no	-
ENSMUSG00000024900	ENSMUSG00000024900	Cpt1a	19:3322333-3385733	XH_16_17_18	XH_22_23_24	OK	14.0234	15.9708	0.187600405283115	0.510597	0.322	0.933829	no	-
ENSMUSG00000023991	ENSMUSG00000023991	Foxp4	17:47867132-47924645	XH_16_17_18	XH_22_23_24	OK	17.8773	13.7871	-0.374809833387321	-0.828655	0.0594	0.537943	no	-
ENSMUSG00000030314	ENSMUSG00000030314	Atg7	6:114643096-114860614	XH_16_17_18	XH_22_23_24	OK	8.43514	6.77636	-0.315901492329109	-0.667194	0.19025	0.821293	no	-
ENSMUSG00000042225	ENSMUSG00000042225	Ammecr1	X:142851145-142966728	XH_16_17_18	XH_22_23_24	OK	3.03145	2.5658	-0.240599308130678	-0.602358	0.29805	0.918948	no	-
ENSMUSG00000070890	ENSMUSG00000070890	Gm12794	4:101940406-101943183	XH_16_17_18	XH_22_23_24	OK	0.249069	0.667068	1.42128836539135	1.48525	0.024	0.353462	no	-
ENSMUSG00000048696	ENSMUSG00000048696	Mex3d	10:80380354-80387659	XH_16_17_18	XH_22_23_24	OK	15.8113	10.3104	-0.61685568622535	-1.57155	0.00625	0.16595	no	-
ENSMUSG00000037822	ENSMUSG00000037822	Smim14	5:65413220-65537184	XH_16_17_18	XH_22_23_24	OK	10.8038	12.603	0.222228353629369	0.269427	0.6103	0.998171	no	-
ENSMUSG00000036275	ENSMUSG00000036275	9530068E07Rik	11:52396427-52408728	XH_16_17_18	XH_22_23_24	OK	14.9943	17.8692	0.253060874281286	0.735452	0.2014	0.834569	no	-
ENSMUSG00000029578	ENSMUSG00000029578	Wipi2	5:142627697-142670588	XH_16_17_18	XH_22_23_24	OK	32.9361	31.347	-0.0713423545838628	-0.201725	0.72055	0.998171	no	-
ENSMUSG00000009470	ENSMUSG00000009470	Tnpo1	13:98839018-98926384	XH_16_17_18	XH_22_23_24	OK	69.2272	69.5658	0.00703922402385898	0.0185047	0.97185	0.998171	no	-
ENSMUSG00000062991	ENSMUSG00000062991	Nrg1	8:31814550-32884029	XH_16_17_18	XH_22_23_24	OK	2.03846	2.20601	0.113959683187948	0.15914	0.75615	0.998171	no	-
ENSMUSG00000058258	ENSMUSG00000058258	Idi1	13:8884913-8892451	XH_16_17_18	XH_22_23_24	OK	30.3589	24.7204	-0.296417430613588	-0.717862	0.20205	0.83516	no	-
ENSMUSG00000022221	ENSMUSG00000022221	Ripk3	14:55784994-55788865	XH_16_17_18	XH_22_23_24	OK	11.0828	14.68	0.405529552878095	0.90335	0.0704	0.578857	no	-
ENSMUSG00000032815	ENSMUSG00000032815	Fanca	8:119910359-124345724	XH_16_17_18	XH_22_23_24	OK	30.1805	23.0802	-0.386960981555547	-0.059354	0.64735	0.998171	no	-
ENSMUSG00000028865	ENSMUSG00000028865	Cd164l2	4:133209339-133224555	XH_16_17_18	XH_22_23_24	OK	4.99925	4.55512	-0.134222613538919	-0.197014	0.69375	0.998171	no	-
ENSMUSG00000033096	ENSMUSG00000033096	Apmap	2:150583079-150610254	XH_16_17_18	XH_22_23_24	OK	6.86099	8.35297	0.28387249283789	0.611358	0.222	0.857862	no	-
ENSMUSG00000047710	ENSMUSG00000047710	Champ1	8:13869640-13881639	XH_16_17_18	XH_22_23_24	OK	34.2839	26.5031	-0.371370116126614	-1.23169	0.0301	0.395773	no	-
ENSMUSG00000054342	ENSMUSG00000054342	Kcnn4	7:24370262-24386690	XH_16_17_18	XH_22_23_24	OK	1.78034	1.57003	-0.181360659564629	-0.300557	0.57135	0.998171	no	-
ENSMUSG00000026849	ENSMUSG00000026849	Tor1a	2:30960626-30967933	XH_16_17_18	XH_22_23_24	OK	26.8709	27.4856	0.0326313301528591	0.0747925	0.8972	0.998171	no	-
ENSMUSG00000028756	ENSMUSG00000028756	Pink1	4:138313408-138326307	XH_16_17_18	XH_22_23_24	OK	11.2289	14.055	0.323866847642535	0.904857	0.1146	0.7022	no	-
ENSMUSG00000027194	ENSMUSG00000027194	Ttc17	2:94300766-94438136	XH_16_17_18	XH_22_23_24	OK	4.12668	4.50896	0.127813141475297	0.101347	0.8183	0.998171	no	-
ENSMUSG00000085030	ENSMUSG00000085030	2810455O05Rik	8:119910359-124345724	XH_16_17_18	XH_22_23_24	OK	1.06608	0.887104	-0.265140549334522	-0.00948931	0.83485	0.998171	no	-
ENSMUSG00000022089	ENSMUSG00000022089	Bin3	14:70100104-70153811	XH_16_17_18	XH_22_23_24	OK	5.55571	5.24584	-0.0827974891389194	-0.0579911	0.86885	0.998171	no	-
ENSMUSG00000003848	ENSMUSG00000003848	Nob1	8:107412485-107425051	XH_16_17_18	XH_22_23_24	OK	123.974	91.7171	-0.434774944095901	-1.38569	0.01295	0.25778	no	-
ENSMUSG00000056412	ENSMUSG00000056412	Gm12396	4:40775258-40775564	XH_16_17_18	XH_22_23_24	OK	2.55131	4.86569	0.931406201067507	0.984228	0.103	0.674339	no	-
ENSMUSG00000002897	ENSMUSG00000002897	Il17ra	6:120463246-120487559	XH_16_17_18	XH_22_23_24	OK	4.00732	3.85135	-0.0572734819329766	-0.0831569	0.8808	0.998171	no	-
ENSMUSG00000040711	ENSMUSG00000040711	Sh3pxd2b	11:32347819-32428173	XH_16_17_18	XH_22_23_24	OK	3.42813	3.11986	-0.135940528399423	-0.373522	0.511	0.998171	no	-
ENSMUSG00000040225	ENSMUSG00000040225	Prrc2c	1:162670724-162740556	XH_16_17_18	XH_22_23_24	OK	74.7513	76.2621	0.0288675891061667	0.0661724	0.87275	0.998171	no	-
ENSMUSG00000104444	ENSMUSG00000104444	Gm33051	3:28805435-28813985	XH_16_17_18	XH_22_23_24	OK	29.4054	23.0989	-0.348256965290988	-0.175086	0.78685	0.998171	no	-
ENSMUSG00000031379	ENSMUSG00000031379	Pir	X:164269370-164373011	XH_16_17_18	XH_22_23_24	OK	18.8988	12.3333	-0.615735761013787	-1.18823	0.03715	0.437167	no	-
ENSMUSG00000048332	ENSMUSG00000048332	Lhfp	3:53038584-53261679	XH_16_17_18	XH_22_23_24	OK	3.48921	3.17637	-0.135521454683571	-0.263197	0.64395	0.998171	no	-
ENSMUSG00000044066	ENSMUSG00000044066	Cep68	11:20227036-20249429	XH_16_17_18	XH_22_23_24	OK	22.6365	23.6282	0.0618588193110062	0.175849	0.7553	0.998171	no	-
ENSMUSG00000033983	ENSMUSG00000033983	Coil	11:88970251-88991613	XH_16_17_18	XH_22_23_24	OK	33.4734	49.8167	0.573614358914262	1.44548	0.0089	0.205184	no	-
ENSMUSG00000092225	ENSMUSG00000092225	Gm2381	7:42816828-42867234	XH_16_17_18	XH_22_23_24	OK	2.78255	3.98613	0.51858114990798	1.2659	0.0298	0.393664	no	-
ENSMUSG00000031523	ENSMUSG00000031523	Dlc1	8:36567750-36953143	XH_16_17_18	XH_22_23_24	OK	45.7788	29.5918	-0.629482191047352	-2.10587	0.0003	0.0201201	yes	-
ENSMUSG00000040139	ENSMUSG00000040139	9430038I01Rik	7:137375573-137410762	XH_16_17_18	XH_22_23_24	OK	10.7245	9.31316	-0.203567718315123	-0.423418	0.474	0.991266	no	-
ENSMUSG00000081344	ENSMUSG00000081344	Gm14303	2:172509520-172509691	XH_16_17_18	XH_22_23_24	OK	440.925	550.368	0.319863311365629	0.636013	0.2452	0.880023	no	-
ENSMUSG00000081319	ENSMUSG00000081319	Gm12936	4:126556934-126593903	XH_16_17_18	XH_22_23_24	OK	1.11217	0.366911	-1.59987526472354	-0.192819	0.40185	0.971051	no	-
ENSMUSG00000060181	ENSMUSG00000060181	Slc35e3	10:117733678-117746365	XH_16_17_18	XH_22_23_24	OK	6.45084	4.90581	-0.394995674175333	-0.683918	0.22165	0.857575	no	-
ENSMUSG00000003380	ENSMUSG00000003380	Rabac1	7:24969751-24972754	XH_16_17_18	XH_22_23_24	OK	51.0753	53.044	0.0545637989658119	0.158776	0.78215	0.998171	no	-
ENSMUSG00000051378	ENSMUSG00000051378	Kif18b	11:102838472-103101658	XH_16_17_18	XH_22_23_24	OK	32.5037	39.2586	0.272404771733863	0.236504	0.631	0.998171	no	-
ENSMUSG00000030731	ENSMUSG00000030731	Syt3	7:44310252-44400187	XH_16_17_18	XH_22_23_24	OK	2.60077	3.00482	0.208339750991038	0.250559	0.55195	0.998171	no	-
ENSMUSG00000019966	ENSMUSG00000019966	Kitl	10:100015629-100100416	XH_16_17_18	XH_22_23_24	OK	1.83046	1.59421	-0.199364564310937	-0.126995	0.73605	0.998171	no	-
ENSMUSG00000042784	ENSMUSG00000042784	Muc1	3:89229056-89233381	XH_16_17_18	XH_22_23_24	OK	2.33862	1.18945	-0.97536283110526	-0.823317	0.13125	0.735948	no	-
ENSMUSG00000039968	ENSMUSG00000039968	Rsbn1l	5:20893027-20956398	XH_16_17_18	XH_22_23_24	OK	5.28666	5.54779	0.0695566325689915	0.170555	0.74245	0.998171	no	-
ENSMUSG00000020935	ENSMUSG00000020935	Dcakd	11:102838472-103101658	XH_16_17_18	XH_22_23_24	OK	162.396	161.824	-0.00509050903438103	-0.00710419	0.99125	0.99892	no	-
ENSMUSG00000082860	ENSMUSG00000082860	Gm13204	4:148558428-148582401	XH_16_17_18	XH_22_23_24	OK	2.57321	3.118	0.277051727631025	0.108178	0.8465	0.998171	no	-
ENSMUSG00000045394	ENSMUSG00000045394	Epcam	17:87635978-87651129	XH_16_17_18	XH_22_23_24	OK	131.317	123.334	-0.0904831279872488	-0.249976	0.66065	0.998171	no	-
ENSMUSG00000028060	ENSMUSG00000028060	Khdc4	3:88685023-88712924	XH_16_17_18	XH_22_23_24	OK	27.3159	26.3799	-0.0503018618274627	-0.118341	0.82185	0.998171	no	-
ENSMUSG00000100629	ENSMUSG00000100629	Gm28192	11:120961748-120991330	XH_16_17_18	XH_22_23_24	OK	2.8237	2.69236	-0.0687154916280235	-0.0194709	0.9703	0.998171	no	-
ENSMUSG00000078794	ENSMUSG00000078794	Dact3	7:16875316-16887462	XH_16_17_18	XH_22_23_24	OK	2.41588	1.80762	-0.418457371264193	-0.877443	0.12565	0.726377	no	-
ENSMUSG00000026443	ENSMUSG00000026443	Lrrn2	1:132880272-132940005	XH_16_17_18	XH_22_23_24	OK	0.136352	0.905835	2.73191242212764	2.3495	5e-05	0.00468291	yes	up
ENSMUSG00000103653	ENSMUSG00000103653	Gstp-ps	1:191997204-192151026	XH_16_17_18	XH_22_23_24	OK	2.68173	5.30068	0.983013456122816	0.79322	0.1673	0.793211	no	-
ENSMUSG00000090841	ENSMUSG00000090841	Myl6	10:128490859-128494145	XH_16_17_18	XH_22_23_24	OK	417.101	358.54	-0.218262690988241	-0.688248	0.23105	0.867012	no	-
ENSMUSG00000073982	ENSMUSG00000073982	Rhog	7:102239122-102256054	XH_16_17_18	XH_22_23_24	OK	9.81032	9.06157	-0.114539164007833	-0.266037	0.63735	0.998171	no	-
ENSMUSG00000022471	ENSMUSG00000022471	Xrcc6	15:81987834-82040085	XH_16_17_18	XH_22_23_24	OK	57.0449	50.7854	-0.167684106063882	-0.457623	0.38925	0.968284	no	-
ENSMUSG00000029468	ENSMUSG00000029468	P2rx7	5:122643910-122691432	XH_16_17_18	XH_22_23_24	OK	1.85354	2.75165	0.570013726756256	0.719605	0.19345	0.825092	no	-
ENSMUSG00000021476	ENSMUSG00000021476	Habp4	13:64161823-64186537	XH_16_17_18	XH_22_23_24	OK	3.1846	2.94336	-0.113648166969654	-0.149312	0.7731	0.998171	no	-
ENSMUSG00000037390	ENSMUSG00000037390	Muc3	5:137134921-137149322	XH_16_17_18	XH_22_23_24	OK	1.43832	1.0539	-0.448646702460697	-0.598019	0.3083	0.925324	no	-
ENSMUSG00000049577	ENSMUSG00000049577	Zfpm1	8:119910359-124345724	XH_16_17_18	XH_22_23_24	OK	9.72414	7.29205	-0.415246210570674	-0.0213902	0.52345	0.998171	no	-
ENSMUSG00000042401	ENSMUSG00000042401	Crtac1	19:42283034-42431783	XH_16_17_18	XH_22_23_24	OK	4.40494	3.65946	-0.267491592068243	-0.505816	0.30995	0.926334	no	-
ENSMUSG00000021767	ENSMUSG00000021767	Kat6b	14:21481433-21672478	XH_16_17_18	XH_22_23_24	OK	46.64	60.9035	0.384957350718815	0.904144	0.0719	0.583585	no	-
ENSMUSG00000021927	ENSMUSG00000021927	Hnrnpa1l2-ps2	15:22549021-23474418	XH_16_17_18	XH_22_23_24	OK	1.14474	1.26635	0.145656236735067	0.18852	0.7468	0.998171	no	-
ENSMUSG00000024293	ENSMUSG00000024293	Esco1	18:10566506-10610352	XH_16_17_18	XH_22_23_24	OK	4.73047	5.75485	0.282794794124353	0.742755	0.1803	0.810445	no	-
ENSMUSG00000020471	ENSMUSG00000020471	Pold2	11:5872179-5878292	XH_16_17_18	XH_22_23_24	OK	118.561	108.333	-0.130156742834064	-0.27869	0.60045	0.998171	no	-
ENSMUSG00000033033	ENSMUSG00000033033	Calhm2	19:47090767-47138294	XH_16_17_18	XH_22_23_24	OK	1.96062	2.04198	0.0586587910377406	0.0312607	0.9599	0.998171	no	-
ENSMUSG00000062683	ENSMUSG00000062683	Atp5g2	15:102662863-102672352	XH_16_17_18	XH_22_23_24	OK	296.788	295.395	-0.00678735424263512	-0.0210463	0.97185	0.998171	no	-
ENSMUSG00000031970	ENSMUSG00000031970	Dbndd1	8:119910359-124345724	XH_16_17_18	XH_22_23_24	OK	3.22687	2.03182	-0.667362858887724	-0.0357146	0.41765	0.978356	no	-
ENSMUSG00000090946	ENSMUSG00000090946	Ccdc71l	12:32378703-32382943	XH_16_17_18	XH_22_23_24	OK	0.91902	0.929126	0.015777997413152	0.0301204	0.9591	0.998171	no	-
ENSMUSG00000031163	ENSMUSG00000031163	Glod5	X:8004199-8018492	XH_16_17_18	XH_22_23_24	OK	1.58031	2.81986	0.835415946631233	1.14189	0.0522	0.509702	no	-
ENSMUSG00000007589	ENSMUSG00000007589	Tinf2	14:55662262-55681820	XH_16_17_18	XH_22_23_24	OK	25.5188	24.0007	-0.088484005357462	-0.130944	0.7979	0.998171	no	-
ENSMUSG00000114129	ENSMUSG00000114129	Gm16476	12:20615013-20670194	XH_16_17_18	XH_22_23_24	OK	29.2307	47.9822	0.71501492881132	0.259286	0.75715	0.998171	no	-
ENSMUSG00000019564	ENSMUSG00000019564	Arid3a	10:79927042-79955018	XH_16_17_18	XH_22_23_24	OK	2.99725	2.45891	-0.285620492786894	-0.61383	0.2513	0.885603	no	-
ENSMUSG00000032783	ENSMUSG00000032783	Troap	15:99068137-99083409	XH_16_17_18	XH_22_23_24	OK	13.5949	13.789	0.0204522947582773	0.0411863	0.94175	0.998171	no	-
ENSMUSG00000024019	ENSMUSG00000024019	Cmtr1	17:29518641-29717044	XH_16_17_18	XH_22_23_24	OK	39.6977	45.8583	0.208127451053901	0.333548	0.5163	0.998171	no	-
ENSMUSG00000050608	ENSMUSG00000050608	Minos1	4:139101813-139131113	XH_16_17_18	XH_22_23_24	OK	104.663	102.229	-0.0339470037282925	-0.0705654	0.9013	0.998171	no	-
ENSMUSG00000075470	ENSMUSG00000075470	Alg10b	15:90224310-90233471	XH_16_17_18	XH_22_23_24	OK	7.74246	8.12264	0.0691566802371975	0.213932	0.7139	0.998171	no	-
