tracking_id	15_1	15_2	15_3	16_1	16_2	16_3
ENSG00000003509	20.9841	22.7677	24.8365	21.7828	25.0037	22.5617	
ENSG00000003756	69.6444	86.8845	92.6828	91.3224	86.8396	93.302	
ENSG00000003987	0.548388	0.330309	0.804702	0.171161	0.262441	0.362333	
ENSG00000003989	0.0788404	0.177998	0.256378	0.209053	0.106855	0.0887214	
ENSG00000004059	148.632	135.079	124.877	127.45	106.259	125.267	
ENSG00000004139	5.06452	1.59152	2.70576	2.94334	1.42738	2.37474	
ENSG00000004142	97.6252	81.6017	69.4095	98.2244	68.7306	97.4942	
ENSG00000004399	4.46297	5.24137	4.44855	4.64794	8.81975	6.74508	
ENSG00000004455	174.367	182.236	186.396	202.515	210.106	235.887	
ENSG00000004468	0.242516	0.332945	0.33387	0.0973157	0.320483	0.198274	
ENSG00000004478	29.8516	18.2259	17.0635	25.8304	17.133	19.5661	
ENSG00000004487	154.366	91.3431	63.8302	134.309	50.1968	80.3313	
ENSG00000004534	51.6801	54.2912	54.9726	59.0365	57.9292	70.0089	
ENSG00000004660	4.28688	3.45958	3.33415	3.27418	3.79469	3.34516	
ENSG00000004700	37.8842	45.6566	49.5075	51.5694	59.0302	64.9717	
ENSG00000004766	19.0851	21.2873	19.8837	19.3984	19.9713	22.6849	
ENSG00000004776	0.387812	0	0.193726	0.370572	0.560155	0.361352	
ENSG00000004777	0.310331	0.895064	0.60057	0.45984	0.711138	2.00145	
ENSG00000004779	226.359	271.089	252.298	237.305	261.371	270.823	
ENSG00000004799	2.51544	1.7239	0.454516	0.47031	1.53601	1.72558	
ENSG00000004809	0.324906	0.104234	0.615596	0.0436257	0.180426	0.922741	
ENSG00000004838	1.17144	0.796116	1.24189	1.71452	0.832294	1.325	
ENSG00000004846	0.16117	0.0711064	0.197099	0.215129	0.0738312	0.109695	
ENSG00000004848	5.43586	3.34513	3.24608	1.89309	0.890299	2.1896	
ENSG00000004864	45.8448	50.9832	61.0217	48.317	48.076	56.9188	
ENSG00000004866	12.0559	11.0967	11.8225	16.3639	15.0013	20.3465	
ENSG00000004897	48.1651	58.6248	55.1718	59.5437	73.9118	72.8216	
ENSG00000004939	0	0.0662249	0	0.0158712	0	0	
ENSG00000004948	0.512482	0.77572	0.904303	2.15265	1.00272	0.850613	
ENSG00000004961	31.6161	33.8619	41.4365	41.9306	43.6676	55.6429	
ENSG00000004975	53.6895	51.2383	60.2055	57.652	53.125	56.9611	
ENSG00000005001	0.353673	0.204285	0	0.27984	0	0	
ENSG00000005007	4.18142	2.0732	1.76988	2.9117	1.77206	1.96634	
ENSG00000005020	12.2361	13.4384	11.3559	16.7623	16.3326	21.7282	
ENSG00000005022	264.029	285.672	296.97	283.569	298.425	317.323	
ENSG00000005059	82.0632	58.5439	42.5629	61.8906	39.0511	51.3931	
ENSG00000005073	0	0.0429132	0.165427	0.0395811	0.310762	0.0384254	
ENSG00000005075	42.4631	45.111	40.4795	46.5348	52.9049	45.5418	
ENSG00000005100	2.92594	3.99194	3.1234	3.37025	3.20073	3.03977	
ENSG00000005102	0.153963	0.446339	0.290749	0.119259	0.214124	0.244065	
ENSG00000005108	3.19436	3.34102	3.34565	3.55237	1.72651	2.02842	
ENSG00000005156	23.8774	25.0156	35.9649	21.6568	28.4371	23.1337	
ENSG00000005175	38.5542	37.7516	39.599	38.9822	41.6027	43.7343	
ENSG00000005187	1.80559	1.52367	0.924693	1.35517	1.2408	2.49957	
ENSG00000005189	2.80082	4.05376	3.99978	3.82268	5.15177	4.75183	
ENSG00000005194	131.606	163.154	157.702	134.42	141.561	156.287	
ENSG00000005206	27.3688	24.1599	31.2941	29.5349	26.9186	27.3103	
ENSG00000005238	15.8838	17.6181	18.333	17.9768	21.8761	20.7646	
ENSG00000005243	5.84814	4.35397	2.09609	6.73405	13.3992	4.66548	
ENSG00000005249	0.525343	0.878465	0.212091	0.390863	0.285614	0.336077	
ENSG00000005302	16.7086	18.8444	20.0162	19.6378	22.7984	21.8475	
ENSG00000005339	9.61549	13.0467	12.2924	6.37463	10.5397	11.975	
ENSG00000005379	4.2858	4.32974	5.40368	3.21895	2.59554	1.91002	
ENSG00000005381	0.0243605	0	0	0	0	0	
ENSG00000005421	1.11946	1.91978	1.82281	0.620032	0.849642	0.214291	
ENSG00000005436	24.7935	25.9066	21.3347	21.6905	22.6897	20.2746	
ENSG00000005448	73.4814	84.7336	86.5662	67.042	63.5761	85.3796	
ENSG00000005469	9.94827	10.5228	13.4057	11.1104	15.5297	12.5582	
ENSG00000005471	0.704405	0.426068	0.437343	0.550396	0.328044	0.0209375	
ENSG00000005483	119.756	135.96	145.118	114.406	116.623	128.496	
ENSG00000005486	103.253	111.791	114.513	107.267	118.053	124.717	
ENSG00000005513	3.7198	1.68614	1.32207	1.89752	0.902318	0.878755	
ENSG00000005700	17.2543	24.4395	23.3713	22.6108	25.2065	28.0483	
ENSG00000005801	24.7901	30.3152	35.3144	29.6427	29.526	31.0804	
ENSG00000005810	8.71829	6.10483	6.39555	5.99775	8.86004	6.41511	
ENSG00000005812	12.4526	10.9529	8.16013	13.9655	7.93473	9.44802	
ENSG00000005844	1.17008	0.586863	0.901408	0.209526	0.873706	0.596826	
ENSG00000005882	94.7894	99.1223	97.4237	75.6974	81.9326	82.3592	
ENSG00000005884	18.7625	11.4223	12.226	24.0023	15.1932	18.0543	
ENSG00000005889	23.1685	25.9492	24.2611	24.1312	23.0632	22.5522	
ENSG00000005893	107.979	140.171	142.023	178.567	172.33	183.522	
ENSG00000005961	1.00649	0.238459	0.399977	0.275482	0.127349	0.370385	
ENSG00000005981	1.22227	1.69656	0.82384	0.609584	0.356844	0.450871	
ENSG00000006007	50.6244	50.9135	58.2363	54.9685	64.6343	61.5751	
ENSG00000006015	124.158	74.3522	68.1542	91.5713	54.6986	93.568	
ENSG00000006016	0.697935	0.521865	0.357403	1.21567	1.81317	1.66937	
ENSG00000006025	4.06289	3.01507	3.96758	5.1978	5.71387	8.66891	
ENSG00000006042	31.4209	30.5344	29.2715	24.9047	25.7945	30.3634	
ENSG00000006047	0.0505669	0.276458	0	0.121632	0.0457088	0.140659	
ENSG00000006059	0	0	0	0	0	0	
ENSG00000006062	3.0108	4.0252	4.16332	5.31974	4.02313	4.21497	
ENSG00000006071	1.41637	1.39186	1.48203	0.945942	0.834674	1.26771	
ENSG00000006116	0.076339	0.0285881	0.109917	0	0.0345656	0	
ENSG00000006118	116.239	57.946	35.5353	82.1435	35.8918	49.8438	
ENSG00000006125	83.5736	103.142	110.802	113.909	116.323	118.105	
ENSG00000006128	0	0	0	0	0	0	
ENSG00000006194	30.7251	25.8922	18.6561	30.2637	16.2281	21.3809	
ENSG00000006210	3.02718	3.12838	2.93117	3.91092	2.91034	2.81025	
ENSG00000006282	38.5812	36.6871	36.8342	42.4579	32.3221	41.1966	
ENSG00000006283	0.0213513	0.154238	0.14537	0.105282	0.150819	0.0656167	
ENSG00000006327	42.3541	35.3279	31.8722	85.9145	73.0603	105.923	
ENSG00000006377	37.8007	25.8947	24.2777	21.316	12.986	19.4627	
ENSG00000006432	2.34733	2.74668	2.05181	1.4108	1.49049	1.6709	
ENSG00000006451	77.2965	72.9018	69.5088	94.6221	114.632	112.17	
ENSG00000006453	0.905028	0.323406	0.541741	0.644121	0.771115	0.063835	
ENSG00000006459	1.51865	0.453776	0.521139	0.71567	0.648482	0.369357	
ENSG00000006468	77.8597	90.7126	90.4721	61.8101	81.6845	79.5317	
ENSG00000006530	29.2705	40.1505	38.164	39.2455	42.0727	43.9016	
ENSG00000006534	7.23484	6.08182	8.15406	7.82333	11.1261	10.7262	
ENSG00000006555	0.308327	0	0.123287	0.0474018	0.0465929	0.0757225	
ENSG00000006576	19.0153	23.084	25.4389	30.4662	24.7177	29.3237	
ENSG00000006606	0.753427	0	0	0	0.625431	0.272925	
ENSG00000006607	18.5867	27.0137	26.6613	23.7028	18.9949	14.8216	
ENSG00000006611	0.303615	0.332254	1.77204	0.153492	0.415821	0.173525	
ENSG00000006625	65.4835	75.6978	65.5209	71.2214	77.6778	81.5534	
ENSG00000006634	21.4949	19.0221	21.4732	27.3699	32.4661	23.6563	
ENSG00000006638	0.806729	0.269302	0.188414	0.420643	0.156245	0.194263	
ENSG00000006652	51.1687	59.8785	60.1651	64.7752	66.7958	77.1707	
ENSG00000006659	0.310662	0	0.375144	0	0.266762	0	
ENSG00000006695	16.0913	15.5998	15.9444	16.5818	15.5049	19.5874	
ENSG00000006704	7.41045	6.37811	5.36915	6.21346	10.3178	4.78381	
ENSG00000006712	52.1945	53.7986	55.9181	49.1752	51.6204	55.3235	
ENSG00000006715	82.2562	90.2069	117.628	103.039	108.692	126.296	
ENSG00000006740	1.62815	1.44284	1.18529	1.00486	0.81562	0.973166	
ENSG00000006744	93.6826	86.9419	76.6091	96.2752	66.3484	86.7743	
ENSG00000006747	0.540804	0.486221	0.149031	0.182044	0.387446	0.403212	
ENSG00000006756	6.04848	5.45303	7.96642	3.2037	3.93083	5.59146	
ENSG00000006757	16.7757	13.2381	14.4478	10.8332	17.1242	12.1758	
ENSG00000006788	0.0510721	0.0143345	0.0813917	0.0526927	0.101565	0	
ENSG00000006831	2.54479	3.55652	4.13084	3.99215	2.73389	2.94161	
ENSG00000006837	2.74812	2.69076	2.59403	3.59408	6.11848	2.11689	
ENSG00000007001	0.287415	0	0.316134	0.190601	0.501025	0.0367197	
ENSG00000007038	1.79117	0.784587	0.548683	0.978053	1.53107	1.76792	
ENSG00000007047	1.56285	1.40701	1.32328	1.47717	1.31002	1.77379	
ENSG00000007062	5.26483	4.78269	7.59805	3.94357	2.04723	2.5196	
ENSG00000007080	104.753	101.59	86.7138	76.7677	99.4616	111.12	
ENSG00000007129	0.20495	0.346351	0.17075	0.143039	0	0	
ENSG00000007168	51.97	46.6091	59.9604	55.9982	65.0896	76.4264	
ENSG00000007171	0.406525	0.20941	0.0832632	0.16968	0.253984	0.0934038	
ENSG00000007174	5.89097	1.04153	4.22607	1.53453	0.9694	1.4644	
ENSG00000007202	49.427	40.1828	47.5508	62.0027	45.666	52.4007	
ENSG00000007216	0.0831486	0	0.0898393	0.0727343	0.039816	0.0882226	
ENSG00000007237	1.91005	2.88915	2.04145	2.60391	3.49366	1.61812	
ENSG00000007255	34.9345	38.6424	36.4618	26.5208	32.3421	40.2757	
ENSG00000007264	0.458796	0	0	0.239547	0	0	
ENSG00000007306	0	0	0	0	0	0	
ENSG00000007312	0.157578	0.160518	0.430272	0.575745	0	0.555718	
ENSG00000007314	0.785746	1.01303	0.556917	0.857902	1.80944	1.00796	
ENSG00000007341	21.99	22.5252	23.0448	25.8154	17.4787	26.2714	
ENSG00000007350	0.759664	0.787692	0.498212	0.947515	0.0422864	0.990559	
ENSG00000007372	0.993222	0.669062	0.511165	2.16166	0.947752	1.30277	
ENSG00000007376	23.5608	16.2054	16.2401	22.1877	13.8225	19.6978	
ENSG00000007384	17.367	14.151	11.068	21.4716	16.2055	17.2022	
ENSG00000007392	106.721	91.9748	101.825	90.3698	93.8219	87.8301	
ENSG00000007402	0.223214	0.201358	0.0491333	0.324666	0.251439	0.202914	
ENSG00000007516	1.20721	1.58351	2.77646	0.864097	1.31972	2.16709	
ENSG00000007520	51.0678	11.1628	6.92438	32.2643	7.24722	12.4447	
ENSG00000007541	44.219	42.4702	36.9536	40.9385	30.1047	41.5857	
ENSG00000007545	4.54143	2.68098	2.21139	3.5541	1.49445	2.24609	
ENSG00000007866	4.28915	3.56235	4.12666	3.99656	5.07982	3.91854	
ENSG00000007908	0.276179	0.2327	0.0993636	0.202055	0.40622	0.441482	
ENSG00000007923	48.5216	53.8736	53.9462	52.3492	55.1969	54.0575	
ENSG00000007933	0.123052	0.496319	0.129436	0	0.0540021	0.0802053	
ENSG00000007944	5.1436	4.98826	5.60997	4.9219	4.79414	5.97036	
ENSG00000007952	0	0.0544941	0	0	0.0656628	0	
ENSG00000007968	1.34191	0.837858	1.17682	2.14447	0.974894	1.37616	
ENSG00000008018	412.983	495.365	484.14	464.91	500.8	568.246	
ENSG00000008056	1.01071	0	0	0.478419	0	0.208273	
ENSG00000008083	15.183	13.7297	15.3166	11.7048	11.6831	10.6524	
ENSG00000008086	10.5382	11.6231	10.7663	8.59381	7.42893	10.9711	
ENSG00000008118	0.152633	0.146959	0.282926	0.0338524	0.266246	0.196988	
ENSG00000008128	18.4935	12.6336	12.3164	8.82935	11.3846	12.7917	
ENSG00000008130	54.205	35.6787	35.2014	51.5093	32.0765	44.5569	
ENSG00000008196	14.912	15.0493	11.4884	5.7795	6.24847	6.27366	
ENSG00000008197	0.246238	0.166042	0	0.0511396	0.400099	0.0995245	
ENSG00000008226	0.625485	0.376262	0.460809	0.467322	2.26518	3.05624	
ENSG00000008256	23.5492	21.1895	16.5135	23.8415	13.2622	16.7083	
ENSG00000008277	3.51721	5.5306	2.05618	3.56894	2.47058	2.49451	
ENSG00000008282	69.94	84.7613	81.76	61.8639	76.321	75.9451	
ENSG00000008283	10.8136	8.82872	10.6475	8.30435	11.6647	11.2009	
ENSG00000008294	74.0348	83.0232	71.7679	79.5302	62.923	70.8187	
ENSG00000008300	0.227883	0.122622	0.0690564	0.33376	0.175713	0.531409	
ENSG00000008311	21.5518	28.0865	30.3494	21.3684	24.2472	22.8648	
ENSG00000008323	0.850009	0.22767	0.600407	2.09928	0.529131	1.34135	
ENSG00000008324	22.4653	21.8035	21.2708	24.0919	29.3297	30.4211	
ENSG00000008382	5.57284	1.49041	1.1626	3.33872	0.786839	1.77043	
ENSG00000008394	60.2607	65.1726	59.1665	93.081	73.0395	95.6354	
ENSG00000008405	41.0348	43.5935	43.6065	34.4151	35.0496	33.8378	
ENSG00000008438	0	0	0	0.326973	0	0	
ENSG00000008441	12.5947	12.3862	14.1473	8.01337	7.66176	10.4554	
ENSG00000008513	4.54444	7.73424	8.17609	7.73893	7.88969	6.99605	
ENSG00000008516	2.30452	1.12643	1.23227	1.59744	1.17095	1.7705	
ENSG00000008517	4.0949	5.27609	3.99813	11.7322	11.4164	14.0871	
ENSG00000008710	4.24203	3.07648	4.32573	3.21908	3.53118	2.81334	
ENSG00000008735	0.0541045	0.106348	0.0437233	0.0139586	0.0183968	0.0404685	
ENSG00000008838	56.887	58.6492	70.1118	61.6074	59.8228	59.6429	
ENSG00000008853	2.58796	1.55433	2.04873	1.97361	2.74676	2.28997	
ENSG00000008869	9.80944	11.0444	13.0206	12.7816	11.0048	11.2381	
ENSG00000008952	62.955	69.4914	59.6847	78.6973	95.9111	88.7459	
ENSG00000008988	129.978	131.248	119.232	126.294	131.339	133.552	
ENSG00000009307	251.291	290.196	321.491	302.471	348.343	337.034	
ENSG00000009335	13.8781	9.03166	7.08846	13.6159	8.92747	8.81318	
ENSG00000009413	14.1287	11.6228	10.2576	12.6598	9.92771	21.2554	
ENSG00000009694	15.693	16.567	18.699	14.0952	15.3071	14.7242	
ENSG00000009709	0.201822	0	0.16157	0.0502738	0	0.0501425	
ENSG00000009724	0.549781	0.24106	0.396641	0.179409	0.268299	0.235907	
ENSG00000009765	0.51641	0.395529	0.122267	0.179843	0.064797	0.217969	
ENSG00000009780	5.95046	4.88998	5.53618	4.45427	4.24296	5.60706	
ENSG00000009790	0	0.0348139	0.107313	0.0489332	0.14104	0	
ENSG00000009830	28.1297	22.1743	18.7833	35.2539	13.7308	21.967	
ENSG00000009844	97.9521	118.782	124.437	122.313	124.288	136.746	
ENSG00000009950	0.195924	0.0573492	0.0934339	0.0447065	0	0.0511134	
ENSG00000009954	17.067	10.7474	9.05774	13.2866	8.53371	11.7989	
ENSG00000010017	8.82309	7.00288	8.07342	8.8583	8.21799	10.9055	
ENSG00000010030	1.57103	0.597039	1.44944	1.44429	1.22225	2.38969	
ENSG00000010072	17.7253	16.4156	17.9591	18.2005	18.8772	21.8217	
ENSG00000010165	22.1699	23.6545	22.0378	25.5574	24.1826	27.7971	
ENSG00000010219	36.336	38.045	41.1328	44.5858	33.9867	43.0469	
ENSG00000010244	130.465	154.119	160.261	145.968	139.625	149.243	
ENSG00000010256	240.526	253.581	281.481	303.376	309.034	359.873	
ENSG00000010270	46.4429	47.6431	46.0605	54.0223	53.6298	56.7063	
ENSG00000010278	38.9021	37.2895	34.719	37.5643	40.6433	42.5488	
ENSG00000010282	0	0	0	0	0	0.165088	
ENSG00000010292	44.0766	36.0412	35.6477	41.0015	36.4405	32.284	
ENSG00000010295	8.65096	3.87415	3.87729	6.67787	2.16137	2.80433	
ENSG00000010310	1.61904	0.965863	0.400476	0.454679	0.160586	0.665196	
ENSG00000010318	3.24337	4.71217	3.99211	3.94661	3.60519	5.23992	
ENSG00000010319	0.533757	0.644719	0.519731	0.701485	0.359739	0.939616	
ENSG00000010322	31.4905	32.7089	39.2748	43.4699	38.8027	39.5095	
ENSG00000010327	0.357165	0.164535	0.0439637	0.119671	0.440255	0.0903196	
ENSG00000010361	11.7568	10.7314	14.2736	14.82	10.3126	13.9969	
ENSG00000010379	2.17673	1.24778	2.6275	2.05018	0.113333	0.328894	
ENSG00000010404	50.1019	52.4688	51.784	77.484	79.393	83.6264	
ENSG00000010438	1.1692	0.212279	0.219458	4.20706	0.781442	0.276462	
ENSG00000010539	14.9862	16.5903	16.6399	14.7207	14.9246	16.4098	
ENSG00000010610	2.03459	2.08835	1.75718	1.96982	2.27351	1.05591	
ENSG00000010626	9.11909	11.9349	10.2666	9.87922	8.67425	9.60651	
ENSG00000010671	0.661878	1.2926	0.399984	1.05342	2.43035	1.22209	
ENSG00000010704	11.3649	11.7846	12.0222	9.63658	9.46579	9.28142	
ENSG00000010803	23.2932	16.4781	19.3979	21.4758	18.1521	17.1489	
ENSG00000010810	34.6233	12.919	9.26639	26.3985	15.37	15.3494	
ENSG00000010818	1.7286	2.05769	1.55623	3.63469	4.10199	2.98079	
ENSG00000010932	0.802454	0.698366	0.893642	0.674143	0.681303	1.43098	
ENSG00000011007	49.5901	53.7593	55.1911	58.0855	57.6202	64.9148	
ENSG00000011009	67.885	70.5587	69.9618	75.9943	80.181	87.0158	
ENSG00000011021	13.8104	18.6327	19.5043	18.9693	20.1531	14.1793	
ENSG00000011028	29.3839	17.0614	16.1354	44.1876	21.9492	28.5475	
ENSG00000011052	23.4167	19.2425	23.109	17.1722	24.1897	15.1634	
ENSG00000011083	0.672664	0.024053	0.161713	0.620427	0.145499	0.210056	
ENSG00000011105	17.586	12.0505	13.1314	25.2777	24.1885	30.4157	
ENSG00000011114	13.4106	8.24245	8.19111	19.2557	5.16351	7.81706	
ENSG00000011132	20.724	15.2379	16.2814	19.8921	16.4938	18.684	
ENSG00000011143	27.5086	35.1479	38.9713	31.5876	29.9547	36.5085	
ENSG00000011198	10.7643	13.1954	13.6594	13.1402	14.81	13.1889	
ENSG00000011201	0.709831	0.386898	0.419176	0.91874	0.507536	0.371531	
ENSG00000011243	94.9581	64.6947	56.8201	86.5773	52.8245	74.1081	
ENSG00000011258	5.00041	7.69786	7.16887	5.55527	6.13503	6.48956	
ENSG00000011260	52.8025	53.2071	52.3223	47.7298	44.6624	47.0354	
ENSG00000011275	36.9514	40.7419	38.2446	37.2298	40.2229	36.2014	
ENSG00000011295	50.9007	28.8115	25.944	45.9162	21.0605	28.9281	
ENSG00000011304	120.355	123.35	124.951	105.891	93.8111	110.72	
ENSG00000011332	3.79864	2.00298	3.34152	3.15668	3.60174	2.22059	
ENSG00000011347	0.0832515	0.0176463	0.278791	0.23104	0.192356	0.26245	
ENSG00000011376	15.6908	16.4824	17.4667	17.5665	22.1329	18.1381	
ENSG00000011405	31.002	29.784	38.2417	40.1348	31.5724	33.4732	
ENSG00000011422	8.74164	6.80048	7.78209	12.498	12.7887	15.1313	
ENSG00000011426	20.5516	26.9879	26.9148	30.3718	30.5155	34.2533	
ENSG00000011451	4.69241	3.11164	2.61346	2.99725	1.80977	3.13203	
ENSG00000011454	58.3968	65.4427	64.655	63.8387	63.8004	70.1979	
ENSG00000011465	4.67879	3.47562	3.98947	3.64263	1.7393	3.45576	
ENSG00000011478	8.40466	5.75792	9.2934	6.21049	9.70845	9.90493	
ENSG00000011485	71.4296	78.9934	90.4433	65.7669	73.2777	78.3037	
ENSG00000011523	16.0337	16.8689	21.8345	18.4115	17.3091	17.7012	
ENSG00000011566	23.9913	19.5021	12.1597	26.1394	13.1645	19.9701	
ENSG00000011590	2.13919	1.96471	2.86713	1.73606	2.36876	1.86346	
ENSG00000011600	0.339857	0	0	0	0	0	
ENSG00000011638	22.7224	17.9027	20.6879	17.6622	27.1079	26.0273	
ENSG00000011677	0.105681	0.142466	0.114021	0.218391	0.22982	0.105641	
ENSG00000012048	5.43651	7.14871	7.02435	6.48371	9.9085	8.72328	
ENSG00000012061	88.7983	102.328	89.4153	73.9195	120.614	120.006	
ENSG00000012124	2.17784	1.05818	0.985298	0.629935	0.719087	0.235816	
ENSG00000012171	10.8283	5.84091	5.70843	6.30997	4.60483	4.17467	
ENSG00000012174	19.3057	23.7218	26.8439	23.4396	24.7465	25.2111	
ENSG00000012211	5.25026	6.79734	6.95962	7.15087	6.39193	7.35748	
ENSG00000012223	0	0.349511	0.0830228	0.0665604	0.260918	0	
ENSG00000012232	35.4158	37.9449	44.8461	55.0035	55.3045	45.0234	
ENSG00000012504	8.17943	6.577	7.24672	10.5737	10.0068	12.1504	
ENSG00000012660	44.9823	60.5544	56.2013	61.1938	59.0284	63.4991	
ENSG00000012779	0.500393	0.151468	0.573662	0.617519	0.288398	0.162835	
ENSG00000012817	36.8148	39.7795	46.8705	39.1406	36.5768	34.761	
ENSG00000012822	103.353	108.444	112.928	102.081	111.76	122.217	
ENSG00000012963	31.1081	33.0165	38.2278	34.8596	35.1722	35.5996	
ENSG00000012983	31.8462	32.4441	14.7188	33.2905	23.2923	23.3617	
ENSG00000013016	7.20873	8.86119	7.49625	9.20386	6.9881	7.28601	
ENSG00000013275	138.213	157.512	158.647	148.149	168.683	178.428	
ENSG00000013288	8.79011	8.3556	9.14475	11.1436	12.0221	11.9716	
ENSG00000013293	0.0805472	0.0822434	0.110283	0.0981176	0.0598256	0.0873761	
ENSG00000013297	1.00125	0.578817	0.864537	1.52812	0.737568	1.39192	
ENSG00000013306	158.45	118.504	107.95	142.161	101.868	128.189	
ENSG00000013364	56.7181	57.1281	64.4253	68.3564	75.0471	79.9013	
ENSG00000013374	32.5533	25.948	32.2701	31.7509	39.2628	28.4892	
ENSG00000013375	49.8651	57.8362	63.3356	69.9004	66.3674	81.4605	
ENSG00000013392	4.88794	5.21417	5.89333	5.6016	5.63904	6.0549	
ENSG00000013441	38.8261	48.6415	48.2087	44.5477	40.7543	49.4678	
ENSG00000013503	16.6462	17.2386	18.3937	18.1189	17.4452	17.6538	
ENSG00000013523	11.5868	15.0664	15.6299	15.513	17.956	15.3992	
ENSG00000013561	59.0199	71.6875	58.8623	67.5221	71.7317	74.0241	
ENSG00000013563	9.91618	12.3625	11.7314	12.2857	12.4734	14.611	
ENSG00000013573	20.0564	21.4155	25.3191	23.2851	20.07	19.3985	
ENSG00000013583	21.0523	15.717	10.2423	19.1499	11.3338	11.2899	
ENSG00000013588	1.76329	2.34942	3.03244	2.13121	2.42002	2.7224	
ENSG00000013619	7.85513	5.01003	4.64867	4.52506	2.90084	3.75692	
ENSG00000013725	2.47969	1.33233	1.60081	0.744432	0.830274	1.52877	
ENSG00000013810	23.3193	20.53	20.9956	29.8943	26.9824	30.3241	
ENSG00000014123	10.3789	13.5722	12.5182	10.0089	11.0074	13.3901	
ENSG00000014138	18.6404	22.9016	22.4767	19.438	25.1103	25.0822	
ENSG00000014164	7.58215	6.07283	6.32615	6.52766	5.1345	6.77354	
ENSG00000014216	52.943	65.0321	74.0901	50.0476	67.0137	59.1909	
ENSG00000014257	0.66978	0.108265	0.611899	0.148547	0.0335562	0.311175	
ENSG00000014641	252.998	272.887	269.334	279.803	282.9	340.594	
ENSG00000014824	67.7282	80.7827	87.2132	75.4974	83.1691	93.9273	
ENSG00000014914	29.6958	29.3831	30.9158	31.3854	36.0469	35.1207	
ENSG00000014919	22.7959	24.9247	28.7179	25.5421	33.0353	29.6567	
ENSG00000015133	19.5265	14.4851	13.9988	11.9991	9.28046	8.57147	
ENSG00000015153	27.4191	12.7747	13.0336	22.0582	26.8192	26.7807	
ENSG00000015171	46.8571	49.9504	45.8248	45.264	36.4542	43.9788	
ENSG00000015285	0.151286	0.801061	0	0.14017	0.146163	0.672647	
ENSG00000015413	0.267621	0	0	0	0	0	
